#HIMS 5, Width 16 pulse, 715
t(ms), signal(%full range)
6.305, 5.589
6.280, 5.595
6.256, 5.601
6.232, 5.596
6.208, 5.598
6.185, 5.602
6.161, 5.603
6.138, 5.604
6.115, 5.608
6.092, 5.602
6.069, 5.596
6.047, 5.592
6.024, 5.597
6.002, 5.591
5.980, 5.592
5.958, 5.586
5.936, 5.596
5.914, 5.592
5.893, 5.588
5.872, 5.585
5.850, 5.586
5.829, 5.591
5.809, 5.592
5.788, 5.594
5.767, 5.594
5.747, 5.591
5.727, 5.587
5.707, 5.592
5.687, 5.593
5.667, 5.593
5.647, 5.594
5.627, 5.598
5.608, 5.594
5.589, 5.587
5.569, 5.585
5.550, 5.585
5.532, 5.588
5.513, 5.586
5.494, 5.586
5.476, 5.586
5.457, 5.587
5.439, 5.580
5.421, 5.585
5.403, 5.584
5.385, 5.585
5.367, 5.584
5.349, 5.593
5.332, 5.595
5.314, 5.592
5.297, 5.590
5.280, 5.584
5.263, 5.585
5.246, 5.581
5.229, 5.579
5.212, 5.584
5.195, 5.581
5.179, 5.585
5.162, 5.583
5.146, 5.581
5.130, 5.586
5.113, 5.592
5.097, 5.590
5.081, 5.593
5.066, 5.581
5.050, 5.588
5.034, 5.578
5.019, 5.581
5.003, 5.584
4.988, 5.589
4.972, 5.592
4.957, 5.593
4.942, 5.591
4.927, 5.591
4.912, 5.589
4.897, 5.584
4.883, 5.585
4.868, 5.578
4.854, 5.580
4.839, 5.577
4.825, 5.573
4.810, 5.575
4.796, 5.584
4.782, 5.587
4.768, 5.588
4.754, 5.582
4.740, 5.579
4.726, 5.585
4.713, 5.582
4.699, 5.581
4.685, 5.579
4.672, 5.582
4.659, 5.579
4.645, 5.578
4.632, 5.567
4.619, 5.569
4.606, 5.575
4.593, 5.578
4.580, 5.580
4.567, 5.580
4.554, 5.582
4.541, 5.578
4.529, 5.583
4.516, 5.582
4.503, 5.586
4.491, 5.583
4.479, 5.585
4.466, 5.585
4.454, 5.587
4.442, 5.584
4.430, 5.577
4.418, 5.576
4.406, 5.575
4.394, 5.574
4.382, 5.576
4.370, 5.577
4.358, 5.574
4.347, 5.573
4.335, 5.574
4.324, 5.585
4.312, 5.580
4.301, 5.586
4.289, 5.587
4.278, 5.584
4.267, 5.582
4.256, 5.583
4.244, 5.579
4.233, 5.575
4.222, 5.578
4.211, 5.578
4.201, 5.576
4.190, 5.580
4.179, 5.577
4.168, 5.582
4.158, 5.573
4.147, 5.574
4.136, 5.573
4.126, 5.574
4.115, 5.576
4.105, 5.574
4.095, 5.570
4.084, 5.572
4.074, 5.579
4.064, 5.582
4.054, 5.579
4.044, 5.584
4.034, 5.571
4.024, 5.572
4.014, 5.570
4.004, 5.566
3.994, 5.577
3.984, 5.571
3.974, 5.579
3.965, 5.584
3.955, 5.581
3.945, 5.575
3.936, 5.576
3.926, 5.574
3.917, 5.574
3.907, 5.575
3.898, 5.582
3.889, 5.579
3.879, 5.580
3.870, 5.582
3.861, 5.576
3.852, 5.580
3.843, 5.576
3.834, 5.574
3.825, 5.574
3.816, 5.571
3.807, 5.574
3.798, 5.574
3.789, 5.575
3.780, 5.568
3.771, 5.576
3.762, 5.572
3.754, 5.574
3.745, 5.580
3.736, 5.576
3.728, 5.576
3.719, 5.579
3.711, 5.575
3.702, 5.582
3.694, 5.581
3.686, 5.584
3.677, 5.581
3.669, 5.578
3.661, 5.581
3.652, 5.579
3.644, 5.578
3.636, 5.579
3.628, 5.576
3.620, 5.581
3.612, 5.576
3.604, 5.581
3.596, 5.575
3.588, 5.579
3.580, 5.576
3.572, 5.580
3.564, 5.583
3.556, 5.586
3.549, 5.585
3.541, 5.580
3.533, 5.579
3.526, 5.584
3.518, 5.583
3.510, 5.578
3.503, 5.576
3.495, 5.577
3.488, 5.579
3.480, 5.586
3.473, 5.580
3.465, 5.578
3.458, 5.579
3.451, 5.575
3.443, 5.581
3.436, 5.580
3.429, 5.585
3.422, 5.586
3.414, 5.583
3.407, 5.592
3.400, 5.587
3.393, 5.587
3.386, 5.590
3.379, 5.583
3.372, 5.583
3.365, 5.587
3.358, 5.585
3.351, 5.592
3.344, 5.594
3.337, 5.593
3.330, 5.591
3.323, 5.593
3.317, 5.589
3.310, 5.587
3.303, 5.592
3.296, 5.592
3.290, 5.586
3.283, 5.593
3.277, 5.595
3.270, 5.600
3.263, 5.597
3.257, 5.593
3.250, 5.592
3.244, 5.598
3.237, 5.597
3.231, 5.598
3.224, 5.600
3.218, 5.602
3.212, 5.600
3.205, 5.598
3.199, 5.599
3.193, 5.595
3.186, 5.593
3.180, 5.595
3.174, 5.591
3.168, 5.599
3.162, 5.604
3.156, 5.604
3.149, 5.602
3.143, 5.602
3.137, 5.604
3.131, 5.610
3.125, 5.608
3.119, 5.611
3.113, 5.611
3.107, 5.610
3.101, 5.607
3.095, 5.607
3.089, 5.606
3.084, 5.606
3.078, 5.604
3.072, 5.612
3.066, 5.616
3.060, 5.622
3.055, 5.619
3.049, 5.616
3.043, 5.616
3.037, 5.619
3.032, 5.613
3.026, 5.619
3.020, 5.619
3.015, 5.618
3.009, 5.611
3.004, 5.607
2.998, 5.614
2.993, 5.616
2.987, 5.619
2.982, 5.621
2.976, 5.616
2.971, 5.620
2.965, 5.625
2.960, 5.620
2.955, 5.628
2.949, 5.635
2.944, 5.638
2.938, 5.641
2.933, 5.637
2.928, 5.640
2.923, 5.638
2.917, 5.636
2.912, 5.639
2.907, 5.640
2.902, 5.640
2.897, 5.643
2.891, 5.646
2.886, 5.651
2.881, 5.646
2.876, 5.652
2.871, 5.649
2.866, 5.653
2.861, 5.661
2.856, 5.657
2.851, 5.662
2.846, 5.664
2.841, 5.678
2.836, 5.688
2.831, 5.691
2.826, 5.695
2.821, 5.708
2.816, 5.723
2.811, 5.745
2.806, 5.769
2.802, 5.795
2.797, 5.823
2.792, 5.850
2.787, 5.884
2.782, 5.912
2.778, 5.932
2.773, 5.956
2.768, 5.978
2.763, 6.002
2.759, 6.026
2.754, 6.042
2.749, 6.051
2.745, 6.057
2.740, 6.059
2.735, 6.057
2.731, 6.057
2.726, 6.048
2.722, 6.039
2.717, 6.027
2.713, 6.015
2.708, 6.007
2.704, 5.995
2.699, 5.972
2.695, 5.964
2.690, 5.951
2.686, 5.944
2.681, 5.931
2.677, 5.920
2.672, 5.924
2.668, 5.926
2.664, 5.927
2.659, 5.931
2.655, 5.931
2.651, 5.933
2.646, 5.929
2.642, 5.938
2.638, 5.944
2.633, 5.942
2.629, 5.958
2.625, 5.974
2.621, 5.998
2.616, 6.033
2.612, 6.091
2.608, 6.166
2.604, 6.263
2.600, 6.392
2.596, 6.550
2.591, 6.736
2.587, 6.960
2.583, 7.212
2.579, 7.492
2.575, 7.800
2.571, 8.121
2.567, 8.446
2.563, 8.762
2.559, 9.058
2.555, 9.329
2.551, 9.553
2.547, 9.725
2.543, 9.854
2.539, 9.917
2.535, 9.928
2.531, 9.876
2.527, 9.772
2.523, 9.624
2.519, 9.419
2.515, 9.186
2.511, 8.930
2.507, 8.666
2.503, 8.400
2.500, 8.140
2.496, 7.887
2.492, 7.653
2.488, 7.442
2.484, 7.255
2.481, 7.091
2.477, 6.956
2.473, 6.847
2.469, 6.762
2.465, 6.693
2.462, 6.637
2.458, 6.601
2.454, 6.574
2.451, 6.565
2.447, 6.555
2.443, 6.558
2.440, 6.563
2.436, 6.575
2.432, 6.612
2.429, 6.667
2.425, 6.768
2.421, 6.920
2.418, 7.144
2.414, 7.477
2.411, 7.935
2.407, 8.536
2.403, 9.322
2.400, 10.297
2.396, 11.503
2.393, 12.926
2.389, 14.573
2.386, 16.418
2.382, 18.441
2.379, 20.578
2.375, 22.788
2.372, 24.991
2.368, 27.126
2.365, 29.090
2.361, 30.841
2.358, 32.301
2.355, 33.426
2.351, 34.172
2.348, 34.528
2.344, 34.480
2.341, 34.029
2.338, 33.229
2.334, 32.098
2.331, 30.695
2.328, 29.070
2.324, 27.298
2.321, 25.429
2.318, 23.532
2.314, 21.646
2.311, 19.831
2.308, 18.136
2.304, 16.581
2.301, 15.188
2.298, 13.980
2.295, 12.947
2.291, 12.091
2.288, 11.396
2.285, 10.852
2.282, 10.428
2.279, 10.107
2.275, 9.879
2.272, 9.714
2.269, 9.592
2.266, 9.497
2.263, 9.417
2.260, 9.338
2.256, 9.269
2.253, 9.182
2.250, 9.095
2.247, 8.991
2.244, 8.878
2.241, 8.760
2.238, 8.635
2.235, 8.507
2.232, 8.374
2.229, 8.235
2.226, 8.104
2.222, 7.964
2.219, 7.835
2.216, 7.702
2.213, 7.582
2.210, 7.472
2.207, 7.364
2.204, 7.269
2.201, 7.180
2.198, 7.090
2.195, 7.009
2.192, 6.930
2.189, 6.855
2.187, 6.771
2.184, 6.704
2.181, 6.641
2.178, 6.580
2.175, 6.528
2.172, 6.470
2.169, 6.411
2.166, 6.366
2.163, 6.320
2.160, 6.280
2.157, 6.242
2.155, 6.211
2.152, 6.180
2.149, 6.154
2.146, 6.131
2.143, 6.107
2.140, 6.085
2.138, 6.075
2.135, 6.056
2.132, 6.040
2.129, 6.023
2.126, 6.008
2.124, 5.993
2.121, 5.983
2.118, 5.965
2.115, 5.948
2.113, 5.939
2.110, 5.932
2.107, 5.926
2.104, 5.925
2.102, 5.911
2.099, 5.902
2.096, 5.898
2.093, 5.888
2.091, 5.889
2.088, 5.880
2.085, 5.875
2.083, 5.874
2.080, 5.870
2.077, 5.866
2.075, 5.857
2.072, 5.852
2.069, 5.850
2.067, 5.849
2.064, 5.845
2.062, 5.838
2.059, 5.836
2.056, 5.831
2.054, 5.823
2.051, 5.824
2.049, 5.819
2.046, 5.812
2.043, 5.809
2.041, 5.808
2.038, 5.806
2.036, 5.807
2.033, 5.800
2.031, 5.801
2.028, 5.798
2.026, 5.798
2.023, 5.803
2.021, 5.797
2.018, 5.795
2.016, 5.796
2.013, 5.793
2.011, 5.793
2.008, 5.792
2.006, 5.786
2.003, 5.787
2.001, 5.792
1.998, 5.788
1.996, 5.785
1.993, 5.787
1.991, 5.785
1.988, 5.784
1.986, 5.785
1.984, 5.781
1.981, 5.783
1.979, 5.783
1.976, 5.773
1.974, 5.775
1.971, 5.772
1.969, 5.767
1.967, 5.765
1.964, 5.755
1.962, 5.758
1.960, 5.757
1.957, 5.758
1.955, 5.754
1.953, 5.763
1.950, 5.768
1.948, 5.765
1.945, 5.767
1.943, 5.767
1.941, 5.770
1.939, 5.767
1.936, 5.775
1.934, 5.781
1.932, 5.778
1.929, 5.788
1.927, 5.795
1.925, 5.794
1.922, 5.795
1.920, 5.810
1.918, 5.817
1.916, 5.829
1.913, 5.845
1.911, 5.857
1.909, 5.874
1.907, 5.889
1.904, 5.916
1.902, 5.945
1.900, 5.967
1.898, 5.995
1.896, 6.020
1.893, 6.043
1.891, 6.066
1.889, 6.088
1.887, 6.103
1.885, 6.112
1.882, 6.118
1.880, 6.132
1.878, 6.127
1.876, 6.126
1.874, 6.119
1.871, 6.106
1.869, 6.093
1.867, 6.075
1.865, 6.051
1.863, 6.028
1.861, 6.002
1.859, 5.976
1.856, 5.945
1.854, 5.918
1.852, 5.887
1.850, 5.868
1.848, 5.848
1.846, 5.830
1.844, 5.815
1.842, 5.805
1.840, 5.791
1.838, 5.772
1.836, 5.760
1.833, 5.761
1.831, 5.750
1.829, 5.741
1.827, 5.735
1.825, 5.726
1.823, 5.729
1.821, 5.730
1.819, 5.726
1.817, 5.725
1.815, 5.719
1.813, 5.722
1.811, 5.722
1.809, 5.723
1.807, 5.725
1.805, 5.720
1.803, 5.723
1.801, 5.720
1.799, 5.713
1.797, 5.713
1.795, 5.717
1.793, 5.708
1.791, 5.705
1.789, 5.707
1.787, 5.705
1.785, 5.697
1.783, 5.701
1.781, 5.703
1.779, 5.697
1.777, 5.698
1.775, 5.687
1.773, 5.688
1.771, 5.685
1.769, 5.685
1.768, 5.680
1.766, 5.672
1.764, 5.666
1.762, 5.663
1.760, 5.658
1.758, 5.660
1.756, 5.652
1.754, 5.647
1.752, 5.654
1.750, 5.659
1.749, 5.659
1.747, 5.660
1.745, 5.660
1.743, 5.652
1.741, 5.647
1.739, 5.650
1.737, 5.645
1.735, 5.648
1.734, 5.644
1.732, 5.644
1.730, 5.642
1.728, 5.640
1.726, 5.641
1.724, 5.639
1.723, 5.633
1.721, 5.640
1.719, 5.632
1.717, 5.633
1.715, 5.636
1.713, 5.630
1.712, 5.633
1.710, 5.628
1.708, 5.628
1.706, 5.638
1.704, 5.630
1.703, 5.631
1.701, 5.631
1.699, 5.626
1.697, 5.630
1.696, 5.630
1.694, 5.628
1.692, 5.631
1.690, 5.632
1.689, 5.630
1.687, 5.624
1.685, 5.623
1.683, 5.623
1.682, 5.621
1.680, 5.627
1.678, 5.624
1.676, 5.622
1.675, 5.619
1.673, 5.624
1.671, 5.621
1.669, 5.612
1.668, 5.616
1.666, 5.623
1.664, 5.623
1.663, 5.628
1.661, 5.628
1.659, 5.622
1.657, 5.615
1.656, 5.616
1.654, 5.618
1.652, 5.621
1.651, 5.623
1.649, 5.619
1.647, 5.620
1.646, 5.612
1.644, 5.614
1.642, 5.611
1.641, 5.611
1.639, 5.614
1.637, 5.614
1.636, 5.619
1.634, 5.625
1.632, 5.625
1.631, 5.623
1.629, 5.621
1.628, 5.621
1.626, 5.618
1.624, 5.622
1.623, 5.624
1.621, 5.626
1.619, 5.627
1.618, 5.630
1.616, 5.625
1.615, 5.623
1.613, 5.624
1.611, 5.623
1.610, 5.627
1.608, 5.633
1.607, 5.627
1.605, 5.634
1.603, 5.634
1.602, 5.631
1.600, 5.630
1.599, 5.627
1.597, 5.620
1.596, 5.621
1.594, 5.620
1.592, 5.609
1.591, 5.608
1.589, 5.611
1.588, 5.608
1.586, 5.604
1.585, 5.609
1.583, 5.607
1.582, 5.615
1.580, 5.613
1.579, 5.618
1.577, 5.611
1.575, 5.615
1.574, 5.612
1.572, 5.618
1.571, 5.618
1.569, 5.618
1.568, 5.610
1.566, 5.609
1.565, 5.607
1.563, 5.606
1.562, 5.599
1.560, 5.607
1.559, 5.610
1.557, 5.600
1.556, 5.607
1.554, 5.612
1.553, 5.608
1.551, 5.609
1.550, 5.612
1.548, 5.609
1.547, 5.609
1.545, 5.610
1.544, 5.609
1.543, 5.605
1.541, 5.602
1.540, 5.602
1.538, 5.603
1.537, 5.605
1.535, 5.607
1.534, 5.602
1.532, 5.603
1.531, 5.608
1.529, 5.605
1.528, 5.606
1.527, 5.610
1.525, 5.608
1.524, 5.607
1.522, 5.608
1.521, 5.601
1.519, 5.592
1.518, 5.594
1.517, 5.593
1.515, 5.594
1.514, 5.601
1.512, 5.595
1.511, 5.589
1.510, 5.594
1.508, 5.593
1.507, 5.594
1.505, 5.595
1.504, 5.595
1.503, 5.595
1.501, 5.598
1.500, 5.595
1.498, 5.586
1.497, 5.590
1.496, 5.586
1.494, 5.592
1.493, 5.593
1.492, 5.586
1.490, 5.589
1.489, 5.589
1.487, 5.596
1.486, 5.595
1.485, 5.593
1.483, 5.594
1.482, 5.594
1.481, 5.587
1.479, 5.593
1.478, 5.584
1.477, 5.588
1.475, 5.590
1.474, 5.599
1.473, 5.593
1.471, 5.591
1.470, 5.590
1.469, 5.595
1.467, 5.600
1.466, 5.588
1.465, 5.594
1.463, 5.591
1.462, 5.600
1.461, 5.598
1.459, 5.598
1.458, 5.592
1.457, 5.591
1.455, 5.578
1.454, 5.577
1.453, 5.577
1.452, 5.576
1.450, 5.578
1.449, 5.586
1.448, 5.587
1.446, 5.591
1.445, 5.584
1.444, 5.580
1.442, 5.586
1.441, 5.591
1.440, 5.604
1.439, 5.595
1.437, 5.598
1.436, 5.598
1.435, 5.596
1.434, 5.590
1.432, 5.591
1.431, 5.591
1.430, 5.592
1.429, 5.590
1.427, 5.596
1.426, 5.593
1.425, 5.599
1.424, 5.596
1.422, 5.604
1.421, 5.598
1.420, 5.594
1.419, 5.600
1.417, 5.600
1.416, 5.598
1.415, 5.601
1.414, 5.600
1.412, 5.595
1.411, 5.596
1.410, 5.596
1.409, 5.600
1.407, 5.599
1.406, 5.600
1.405, 5.603
1.404, 5.596
1.403, 5.598
1.401, 5.595
1.400, 5.597
1.399, 5.597
1.398, 5.597
1.397, 5.593
1.395, 5.597
1.394, 5.596
1.393, 5.586
1.392, 5.585
1.391, 5.587
1.389, 5.589
1.388, 5.589
1.387, 5.589
1.386, 5.586
1.385, 5.590
1.383, 5.590
1.382, 5.596
1.381, 5.592
1.380, 5.596
1.379, 5.589
1.378, 5.593
1.376, 5.595
1.375, 5.589
1.374, 5.589
1.373, 5.587
1.372, 5.574
1.371, 5.583
1.369, 5.583
1.368, 5.586
1.367, 5.588
1.366, 5.590
1.365, 5.587
1.364, 5.594
1.363, 5.599
1.361, 5.593
1.360, 5.589
1.359, 5.585
1.358, 5.584
1.357, 5.585
1.356, 5.580
1.355, 5.582
1.353, 5.582
1.352, 5.585
1.351, 5.589
1.350, 5.585
1.349, 5.584
1.348, 5.588
1.347, 5.589
1.346, 5.589
1.345, 5.594
1.343, 5.600
1.342, 5.592
1.341, 5.587
1.340, 5.587
1.339, 5.581
1.338, 5.581
1.337, 5.581
1.336, 5.584
1.335, 5.584
1.333, 5.581
1.332, 5.587
1.331, 5.586
1.330, 5.587
1.329, 5.594
1.328, 5.594
1.327, 5.597
1.326, 5.594
1.325, 5.594
1.324, 5.592
1.323, 5.586
1.322, 5.585
1.320, 5.585
1.319, 5.584
1.318, 5.587
1.317, 5.586
1.316, 5.588
1.315, 5.596
1.314, 5.594
1.313, 5.594
1.312, 5.589
1.311, 5.596
1.310, 5.599
1.309, 5.595
1.308, 5.599
1.307, 5.595
1.306, 5.600
1.305, 5.599
1.303, 5.596
1.302, 5.596
1.301, 5.593
1.300, 5.591
1.299, 5.594
1.298, 5.597
1.297, 5.594
1.296, 5.592
1.295, 5.594
1.294, 5.604
1.293, 5.598
1.292, 5.603
1.291, 5.599
1.290, 5.599
1.289, 5.603
1.288, 5.602
1.287, 5.598
1.286, 5.593
1.285, 5.595
1.284, 5.592
1.283, 5.593
1.282, 5.591
1.281, 5.589
1.280, 5.594
1.279, 5.596
1.278, 5.597
1.277, 5.600
1.276, 5.597
1.275, 5.603
1.274, 5.605
1.273, 5.599
1.272, 5.597
1.271, 5.590
1.270, 5.595
1.269, 5.598
1.268, 5.602
1.267, 5.602
1.266, 5.602
1.265, 5.601
1.264, 5.596
1.263, 5.595
1.262, 5.600
1.261, 5.594
1.260, 5.594
1.259, 5.598
1.258, 5.598
1.257, 5.594
1.256, 5.593
1.255, 5.594
1.254, 5.594
1.253, 5.591
1.252, 5.599
1.251, 5.594
1.250, 5.591
1.249, 5.593
1.248, 5.594
1.247, 5.595
1.246, 5.602
1.245, 5.596
1.245, 5.595
1.244, 5.596
1.243, 5.586
1.242, 5.590
1.241, 5.591
1.240, 5.591
1.239, 5.588
1.238, 5.594
1.237, 5.593
1.236, 5.589
1.235, 5.597
1.234, 5.595
1.233, 5.602
1.232, 5.599
1.231, 5.605
1.230, 5.603
1.229, 5.598
1.229, 5.597
1.228, 5.602
1.227, 5.601
1.226, 5.590
1.225, 5.595
1.224, 5.601
1.223, 5.598
1.222, 5.598
1.221, 5.599
1.220, 5.596
1.219, 5.596
1.218, 5.594
1.217, 5.591
1.217, 5.592
1.216, 5.591
1.215, 5.602
1.214, 5.601
1.213, 5.601
1.212, 5.597
1.211, 5.602
1.210, 5.603
1.209, 5.601
1.208, 5.594
1.208, 5.599
1.207, 5.601
1.206, 5.602
1.205, 5.600
1.204, 5.594
1.203, 5.596
1.202, 5.597
1.201, 5.603
1.200, 5.602
1.199, 5.592
1.199, 5.595
1.198, 5.589
1.197, 5.590
1.196, 5.595
1.195, 5.596
1.194, 5.593
1.193, 5.598
1.192, 5.601
1.192, 5.605
1.191, 5.604
1.190, 5.603
1.189, 5.599
1.188, 5.597
1.187, 5.599
1.186, 5.593
1.185, 5.599
1.185, 5.595
1.184, 5.601
1.183, 5.598
1.182, 5.597
1.181, 5.599
1.180, 5.601
1.179, 5.601
1.179, 5.604
1.178, 5.603
1.177, 5.603
1.176, 5.604
1.175, 5.606
1.174, 5.605
1.173, 5.603
1.173, 5.597
1.172, 5.594
1.171, 5.596
1.170, 5.595
1.169, 5.590
1.168, 5.594
1.168, 5.591
1.167, 5.598
1.166, 5.595
1.165, 5.597
1.164, 5.598
1.163, 5.599
1.163, 5.589
1.162, 5.594
1.161, 5.596
1.160, 5.599
1.159, 5.605
1.158, 5.600
1.158, 5.599
1.157, 5.592
1.156, 5.591
1.155, 5.592
1.154, 5.590
1.153, 5.588
1.153, 5.586
1.152, 5.588
1.151, 5.587
1.150, 5.587
1.149, 5.594
1.149, 5.595
1.148, 5.593
1.147, 5.598
1.146, 5.597
1.145, 5.599
1.145, 5.600
1.144, 5.596
1.143, 5.599
1.142, 5.604
1.141, 5.595
1.141, 5.591
1.140, 5.595
1.139, 5.592
1.138, 5.586
1.137, 5.594
1.137, 5.589
1.136, 5.587
1.135, 5.587
1.134, 5.593
1.133, 5.599
1.133, 5.599
1.132, 5.595
1.131, 5.597
1.130, 5.598
1.129, 5.602
1.129, 5.602
1.128, 5.594
1.127, 5.591
1.126, 5.596
1.125, 5.598
1.125, 5.600
1.124, 5.598
1.123, 5.601
1.122, 5.594
1.122, 5.598
1.121, 5.597
1.120, 5.593
1.119, 5.593
1.119, 5.594
1.118, 5.593
1.117, 5.595
1.116, 5.595
1.115, 5.599
1.115, 5.593
1.114, 5.604
1.113, 5.601
1.112, 5.600
1.112, 5.600
1.111, 5.602
1.110, 5.602
1.109, 5.609
1.109, 5.608
1.108, 5.607
1.107, 5.603
1.106, 5.602
1.106, 5.606
1.105, 5.605
1.104, 5.603
1.103, 5.599
1.103, 5.599
1.102, 5.602
1.101, 5.607
1.100, 5.611
1.100, 5.610
1.099, 5.617
1.098, 5.614
1.097, 5.607
1.097, 5.605
1.096, 5.608
1.095, 5.600
1.094, 5.609
1.094, 5.608
1.093, 5.610
1.092, 5.610
1.091, 5.606
1.091, 5.607
1.090, 5.605
1.089, 5.605
1.089, 5.610
1.088, 5.609
1.087, 5.609
1.086, 5.614
1.086, 5.616
1.085, 5.611
1.084, 5.606
1.083, 5.600
1.083, 5.595
1.082, 5.592
1.081, 5.595
1.081, 5.597
1.080, 5.598
1.079, 5.600
1.078, 5.602
1.078, 5.606
1.077, 5.600
1.076, 5.599
1.076, 5.604
1.075, 5.599
1.074, 5.601
1.073, 5.599
1.073, 5.600
1.072, 5.602
1.071, 5.597
1.071, 5.601
1.070, 5.599
1.069, 5.600
1.068, 5.599
1.068, 5.596
1.067, 5.592
1.066, 5.596
1.066, 5.595
1.065, 5.601
1.064, 5.598
1.064, 5.602
1.063, 5.603
1.062, 5.605
1.061, 5.600
1.061, 5.601
1.060, 5.608
1.059, 5.604
1.059, 5.600
1.058, 5.599
1.057, 5.596
1.057, 5.594
1.056, 5.589
1.055, 5.590
1.055, 5.595
1.054, 5.593
1.053, 5.595
1.053, 5.594
1.052, 5.593
1.051, 5.591
1.050, 5.596
1.050, 5.593
