#HIMS 5, Width 16 pulse, 146
t(ms), signal(%full range)
11.555, 5.658
11.474, 5.652
11.393, 5.653
11.314, 5.650
11.235, 5.654
11.158, 5.653
11.082, 5.668
11.007, 5.673
10.933, 5.659
10.860, 5.663
10.787, 5.651
10.716, 5.649
10.646, 5.659
10.577, 5.660
10.508, 5.661
10.441, 5.651
10.374, 5.670
10.308, 5.669
10.243, 5.672
10.179, 5.668
10.115, 5.661
10.053, 5.642
9.991, 5.645
9.930, 5.647
9.869, 5.649
9.810, 5.656
9.751, 5.641
9.693, 5.648
9.635, 5.636
9.578, 5.642
9.522, 5.649
9.467, 5.655
9.412, 5.660
9.357, 5.663
9.304, 5.676
9.251, 5.662
9.198, 5.662
9.147, 5.660
9.095, 5.659
9.045, 5.647
8.994, 5.645
8.945, 5.650
8.896, 5.652
8.847, 5.656
8.799, 5.650
8.752, 5.637
8.705, 5.645
8.659, 5.646
8.613, 5.653
8.567, 5.660
8.522, 5.653
8.478, 5.642
8.434, 5.655
8.390, 5.659
8.347, 5.660
8.304, 5.656
8.262, 5.649
8.220, 5.643
8.179, 5.635
8.138, 5.619
8.097, 5.628
8.057, 5.635
8.017, 5.639
7.978, 5.644
7.939, 5.645
7.900, 5.661
7.862, 5.663
7.824, 5.664
7.787, 5.679
7.749, 5.660
7.713, 5.649
7.676, 5.653
7.640, 5.646
7.604, 5.632
7.569, 5.636
7.534, 5.630
7.499, 5.621
7.464, 5.608
7.430, 5.621
7.396, 5.621
7.363, 5.629
7.330, 5.646
7.297, 5.644
7.264, 5.626
7.232, 5.638
7.200, 5.637
7.168, 5.626
7.136, 5.641
7.105, 5.652
7.074, 5.650
7.043, 5.650
7.013, 5.661
6.983, 5.646
6.953, 5.638
6.923, 5.634
6.894, 5.632
6.865, 5.626
6.836, 5.641
6.807, 5.642
6.779, 5.634
6.751, 5.631
6.723, 5.626
6.695, 5.625
6.667, 5.625
6.640, 5.625
6.613, 5.619
6.586, 5.631
6.560, 5.630
6.533, 5.626
6.507, 5.631
6.481, 5.641
6.455, 5.645
6.430, 5.637
6.404, 5.636
6.379, 5.635
6.354, 5.626
6.329, 5.638
6.305, 5.633
6.280, 5.633
6.256, 5.624
6.232, 5.631
6.208, 5.618
6.185, 5.613
6.161, 5.611
6.138, 5.616
6.115, 5.617
6.092, 5.617
6.069, 5.619
6.047, 5.625
6.024, 5.644
6.002, 5.641
5.980, 5.644
5.958, 5.641
5.936, 5.634
5.914, 5.624
5.893, 5.618
5.872, 5.623
5.850, 5.606
5.829, 5.603
5.809, 5.597
5.788, 5.613
5.767, 5.616
5.747, 5.633
5.727, 5.643
5.707, 5.648
5.687, 5.634
5.667, 5.629
5.647, 5.619
5.627, 5.624
5.608, 5.625
5.589, 5.613
5.569, 5.604
5.550, 5.610
5.532, 5.607
5.513, 5.612
5.494, 5.597
5.476, 5.608
5.457, 5.599
5.439, 5.613
5.421, 5.600
5.403, 5.611
5.385, 5.627
5.367, 5.623
5.349, 5.633
5.332, 5.632
5.314, 5.625
5.297, 5.629
5.280, 5.638
5.263, 5.631
5.246, 5.631
5.229, 5.610
5.212, 5.609
5.195, 5.598
5.179, 5.605
5.162, 5.599
5.146, 5.606
5.130, 5.598
5.113, 5.599
5.097, 5.600
5.081, 5.608
5.066, 5.617
5.050, 5.613
5.034, 5.619
5.019, 5.618
5.003, 5.619
4.988, 5.620
4.972, 5.599
4.957, 5.620
4.942, 5.607
4.927, 5.613
4.912, 5.620
4.897, 5.619
4.883, 5.625
4.868, 5.619
4.854, 5.610
4.839, 5.610
4.825, 5.613
4.810, 5.609
4.796, 5.608
4.782, 5.612
4.768, 5.604
4.754, 5.606
4.740, 5.607
4.726, 5.597
4.713, 5.606
4.699, 5.598
4.685, 5.607
4.672, 5.599
4.659, 5.600
4.645, 5.598
4.632, 5.597
4.619, 5.602
4.606, 5.602
4.593, 5.611
4.580, 5.602
4.567, 5.603
4.554, 5.607
4.541, 5.592
4.529, 5.606
4.516, 5.602
4.503, 5.613
4.491, 5.607
4.479, 5.616
4.466, 5.618
4.454, 5.622
4.442, 5.604
4.430, 5.596
4.418, 5.602
4.406, 5.601
4.394, 5.585
4.382, 5.596
4.370, 5.591
4.358, 5.592
4.347, 5.592
4.335, 5.591
4.324, 5.602
4.312, 5.579
4.301, 5.590
4.289, 5.601
4.278, 5.604
4.267, 5.614
4.256, 5.602
4.244, 5.602
4.233, 5.610
4.222, 5.617
4.211, 5.624
4.201, 5.606
4.190, 5.608
4.179, 5.604
4.168, 5.594
4.158, 5.591
4.147, 5.588
4.136, 5.596
4.126, 5.599
4.115, 5.591
4.105, 5.609
4.095, 5.614
4.084, 5.612
4.074, 5.616
4.064, 5.614
4.054, 5.624
4.044, 5.634
4.034, 5.619
4.024, 5.624
4.014, 5.611
4.004, 5.597
3.994, 5.609
3.984, 5.600
3.974, 5.595
3.965, 5.585
3.955, 5.592
3.945, 5.594
3.936, 5.584
3.926, 5.584
3.917, 5.605
3.907, 5.604
3.898, 5.619
3.889, 5.609
3.879, 5.609
3.870, 5.602
3.861, 5.611
3.852, 5.607
3.843, 5.611
3.834, 5.591
3.825, 5.600
3.816, 5.591
3.807, 5.592
3.798, 5.590
3.789, 5.593
3.780, 5.599
3.771, 5.589
3.762, 5.601
3.754, 5.608
3.745, 5.594
3.736, 5.599
3.728, 5.600
3.719, 5.622
3.711, 5.629
3.702, 5.630
3.694, 5.618
3.686, 5.606
3.677, 5.599
3.669, 5.606
3.661, 5.611
3.652, 5.615
3.644, 5.610
3.636, 5.612
3.628, 5.611
3.620, 5.610
3.612, 5.608
3.604, 5.596
3.596, 5.597
3.588, 5.595
3.580, 5.603
3.572, 5.610
3.564, 5.618
3.556, 5.617
3.549, 5.610
3.541, 5.618
3.533, 5.618
3.526, 5.624
3.518, 5.617
3.510, 5.613
3.503, 5.625
3.495, 5.608
3.488, 5.606
3.480, 5.615
3.473, 5.610
3.465, 5.593
3.458, 5.589
3.451, 5.592
3.443, 5.590
3.436, 5.596
3.429, 5.608
3.422, 5.606
3.414, 5.617
3.407, 5.617
3.400, 5.622
3.393, 5.624
3.386, 5.632
3.379, 5.630
3.372, 5.631
3.365, 5.630
3.358, 5.622
3.351, 5.617
3.344, 5.618
3.337, 5.597
3.330, 5.588
3.323, 5.588
3.317, 5.592
3.310, 5.609
3.303, 5.613
3.296, 5.626
3.290, 5.628
3.283, 5.623
3.277, 5.626
3.270, 5.638
3.263, 5.626
3.257, 5.627
3.250, 5.628
3.244, 5.624
3.237, 5.632
3.231, 5.623
3.224, 5.626
3.218, 5.611
3.212, 5.620
3.205, 5.619
3.199, 5.621
3.193, 5.598
3.186, 5.614
3.180, 5.613
3.174, 5.612
3.168, 5.616
3.162, 5.634
3.156, 5.636
3.149, 5.645
3.143, 5.649
3.137, 5.632
3.131, 5.628
3.125, 5.625
3.119, 5.614
3.113, 5.611
3.107, 5.612
3.101, 5.598
3.095, 5.610
3.089, 5.615
3.084, 5.606
3.078, 5.621
3.072, 5.637
3.066, 5.628
3.060, 5.638
3.055, 5.650
3.049, 5.633
3.043, 5.649
3.037, 5.635
3.032, 5.649
3.026, 5.653
3.020, 5.663
3.015, 5.637
3.009, 5.651
3.004, 5.650
2.998, 5.637
2.993, 5.645
2.987, 5.647
2.982, 5.639
2.976, 5.639
2.971, 5.655
2.965, 5.650
2.960, 5.647
2.955, 5.654
2.949, 5.647
2.944, 5.646
2.938, 5.659
2.933, 5.672
2.928, 5.677
2.923, 5.674
2.917, 5.685
2.912, 5.682
2.907, 5.685
2.902, 5.697
2.897, 5.676
2.891, 5.671
2.886, 5.671
2.881, 5.664
2.876, 5.657
2.871, 5.657
2.866, 5.658
2.861, 5.669
2.856, 5.669
2.851, 5.681
2.846, 5.680
2.841, 5.699
2.836, 5.709
2.831, 5.731
2.826, 5.742
2.821, 5.746
2.816, 5.761
2.811, 5.764
2.806, 5.782
2.802, 5.811
2.797, 5.812
2.792, 5.843
2.787, 5.875
2.782, 5.892
2.778, 5.922
2.773, 5.945
2.768, 5.962
2.763, 5.987
2.759, 6.025
2.754, 6.058
2.749, 6.065
2.745, 6.073
2.740, 6.088
2.735, 6.102
2.731, 6.100
2.726, 6.090
2.722, 6.094
2.717, 6.082
2.713, 6.059
2.708, 6.044
2.704, 6.025
2.699, 6.009
2.695, 5.989
2.690, 5.984
2.686, 5.966
2.681, 5.948
2.677, 5.953
2.672, 5.957
2.668, 5.956
2.664, 5.959
2.659, 5.973
2.655, 5.967
2.651, 5.965
2.646, 5.960
2.642, 5.967
2.638, 5.978
2.633, 5.990
2.629, 5.993
2.625, 5.996
2.621, 6.024
2.616, 6.049
2.612, 6.084
2.608, 6.148
2.604, 6.229
2.600, 6.323
2.596, 6.457
2.591, 6.619
2.587, 6.812
2.583, 7.037
2.579, 7.298
2.575, 7.594
2.571, 7.885
2.567, 8.206
2.563, 8.519
2.559, 8.812
2.555, 9.110
2.551, 9.358
2.547, 9.571
2.543, 9.723
2.539, 9.837
2.535, 9.908
2.531, 9.906
2.527, 9.834
2.523, 9.743
2.519, 9.577
2.515, 9.372
2.511, 9.141
2.507, 8.901
2.503, 8.632
2.500, 8.371
2.496, 8.116
2.492, 7.858
2.488, 7.639
2.484, 7.438
2.481, 7.254
2.477, 7.102
2.473, 6.973
2.469, 6.863
2.465, 6.780
2.462, 6.709
2.458, 6.652
2.454, 6.628
2.451, 6.600
2.447, 6.580
2.443, 6.589
2.440, 6.598
2.436, 6.626
2.432, 6.663
2.429, 6.730
2.425, 6.822
2.421, 6.948
2.418, 7.125
2.414, 7.402
2.411, 7.757
2.407, 8.261
2.403, 8.921
2.400, 9.738
2.396, 10.769
2.393, 12.004
2.389, 13.454
2.386, 15.134
2.382, 16.971
2.379, 18.971
2.375, 21.074
2.372, 23.223
2.368, 25.341
2.365, 27.354
2.361, 29.250
2.358, 30.909
2.355, 32.293
2.351, 33.357
2.348, 34.036
2.344, 34.330
2.341, 34.247
2.338, 33.748
2.334, 32.904
2.331, 31.733
2.328, 30.304
2.324, 28.660
2.321, 26.869
2.318, 24.986
2.314, 23.082
2.311, 21.233
2.308, 19.462
2.304, 17.818
2.301, 16.295
2.298, 14.965
2.295, 13.800
2.291, 12.829
2.288, 12.021
2.285, 11.352
2.282, 10.843
2.279, 10.436
2.275, 10.129
2.272, 9.905
2.269, 9.750
2.266, 9.625
2.263, 9.534
2.260, 9.436
2.256, 9.372
2.253, 9.288
2.250, 9.210
2.247, 9.101
2.244, 9.007
2.241, 8.897
2.238, 8.763
2.235, 8.613
2.232, 8.495
2.229, 8.359
2.226, 8.229
2.222, 8.102
2.219, 7.961
2.216, 7.839
2.213, 7.724
2.210, 7.591
2.207, 7.480
2.204, 7.386
2.201, 7.284
2.198, 7.177
2.195, 7.098
2.192, 7.023
2.189, 6.926
2.187, 6.857
2.184, 6.791
2.181, 6.715
2.178, 6.650
2.175, 6.602
2.172, 6.563
2.169, 6.518
2.166, 6.465
2.163, 6.416
2.160, 6.358
2.157, 6.314
2.155, 6.265
2.152, 6.232
2.149, 6.197
2.146, 6.161
2.143, 6.136
2.140, 6.116
2.138, 6.093
2.135, 6.072
2.132, 6.072
2.129, 6.059
2.126, 6.047
2.124, 6.042
2.121, 6.022
2.118, 6.007
2.115, 5.992
2.113, 5.983
2.110, 5.965
2.107, 5.963
2.104, 5.947
2.102, 5.942
2.099, 5.927
2.096, 5.917
2.093, 5.907
2.091, 5.901
2.088, 5.888
2.085, 5.887
2.083, 5.881
2.080, 5.878
2.077, 5.870
2.075, 5.873
2.072, 5.879
2.069, 5.877
2.067, 5.882
2.064, 5.873
2.062, 5.858
2.059, 5.866
2.056, 5.857
2.054, 5.854
2.051, 5.851
2.049, 5.849
2.046, 5.832
2.043, 5.827
2.041, 5.837
2.038, 5.821
2.036, 5.813
2.033, 5.826
2.031, 5.813
2.028, 5.812
2.026, 5.831
2.023, 5.831
2.021, 5.834
2.018, 5.838
2.016, 5.832
2.013, 5.831
2.011, 5.821
2.008, 5.825
2.006, 5.814
2.003, 5.817
2.001, 5.808
1.998, 5.815
1.996, 5.800
1.993, 5.803
1.991, 5.801
1.988, 5.818
1.986, 5.800
1.984, 5.807
1.981, 5.818
1.979, 5.811
1.976, 5.811
1.974, 5.813
1.971, 5.805
1.969, 5.797
1.967, 5.796
1.964, 5.809
1.962, 5.804
1.960, 5.798
1.957, 5.809
1.955, 5.797
1.953, 5.798
1.950, 5.774
1.948, 5.767
1.945, 5.777
1.943, 5.788
1.941, 5.782
1.939, 5.787
1.936, 5.790
1.934, 5.801
1.932, 5.801
1.929, 5.816
1.927, 5.823
1.925, 5.833
1.922, 5.844
1.920, 5.845
1.918, 5.845
1.916, 5.842
1.913, 5.856
1.911, 5.865
1.909, 5.871
1.907, 5.894
1.904, 5.907
1.902, 5.921
1.900, 5.950
1.898, 5.973
1.896, 6.002
1.893, 6.030
1.891, 6.066
1.889, 6.078
1.887, 6.100
1.885, 6.139
1.882, 6.153
1.880, 6.185
1.878, 6.173
1.876, 6.171
1.874, 6.160
1.871, 6.158
1.869, 6.133
1.867, 6.124
1.865, 6.092
1.863, 6.054
1.861, 6.034
1.859, 6.027
1.856, 5.997
1.854, 5.963
1.852, 5.938
1.850, 5.915
1.848, 5.892
1.846, 5.873
1.844, 5.861
1.842, 5.847
1.840, 5.832
1.838, 5.815
1.836, 5.798
1.833, 5.787
1.831, 5.770
1.829, 5.760
1.827, 5.765
1.825, 5.769
1.823, 5.754
1.821, 5.757
1.819, 5.756
1.817, 5.752
1.815, 5.761
1.813, 5.760
1.811, 5.742
1.809, 5.747
1.807, 5.745
1.805, 5.766
1.803, 5.757
1.801, 5.747
1.799, 5.750
1.797, 5.751
1.795, 5.740
1.793, 5.737
1.791, 5.715
1.789, 5.739
1.787, 5.746
1.785, 5.722
1.783, 5.715
1.781, 5.720
1.779, 5.708
1.777, 5.708
1.775, 5.705
1.773, 5.714
1.771, 5.717
1.769, 5.701
1.768, 5.708
1.766, 5.724
1.764, 5.709
1.762, 5.705
1.760, 5.692
1.758, 5.691
1.756, 5.699
1.754, 5.705
1.752, 5.685
1.750, 5.674
1.749, 5.664
1.747, 5.677
1.745, 5.667
1.743, 5.660
1.741, 5.666
1.739, 5.656
1.737, 5.659
1.735, 5.674
1.734, 5.673
1.732, 5.671
1.730, 5.675
1.728, 5.678
1.726, 5.694
1.724, 5.690
1.723, 5.685
1.721, 5.684
1.719, 5.680
1.717, 5.671
1.715, 5.660
1.713, 5.663
1.712, 5.639
1.710, 5.632
1.708, 5.640
1.706, 5.631
1.704, 5.635
1.703, 5.640
1.701, 5.652
1.699, 5.659
1.697, 5.673
1.696, 5.682
1.694, 5.660
1.692, 5.661
1.690, 5.652
1.689, 5.639
1.687, 5.622
1.685, 5.598
1.683, 5.608
1.682, 5.624
1.680, 5.622
1.678, 5.626
1.676, 5.644
1.675, 5.632
1.673, 5.626
1.671, 5.634
1.669, 5.643
1.668, 5.633
1.666, 5.649
1.664, 5.649
1.663, 5.657
1.661, 5.652
1.659, 5.649
1.657, 5.636
1.656, 5.638
1.654, 5.639
1.652, 5.636
1.651, 5.624
1.649, 5.623
1.647, 5.626
1.646, 5.638
1.644, 5.635
1.642, 5.637
1.641, 5.631
1.639, 5.626
1.637, 5.628
1.636, 5.628
1.634, 5.633
1.632, 5.631
1.631, 5.643
1.629, 5.654
1.628, 5.648
1.626, 5.654
1.624, 5.663
1.623, 5.668
1.621, 5.661
1.619, 5.657
1.618, 5.648
1.616, 5.647
1.615, 5.640
1.613, 5.633
1.611, 5.637
1.610, 5.627
1.608, 5.637
1.607, 5.636
1.605, 5.648
1.603, 5.647
1.602, 5.646
1.600, 5.654
1.599, 5.655
1.597, 5.659
1.596, 5.648
1.594, 5.641
1.592, 5.642
1.591, 5.646
1.589, 5.641
1.588, 5.633
1.586, 5.640
1.585, 5.643
1.583, 5.650
1.582, 5.638
1.580, 5.627
1.579, 5.616
1.577, 5.622
1.575, 5.622
1.574, 5.636
1.572, 5.643
1.571, 5.643
1.569, 5.624
1.568, 5.637
1.566, 5.649
1.565, 5.637
1.563, 5.622
1.562, 5.623
1.560, 5.627
1.559, 5.631
1.557, 5.624
1.556, 5.621
1.554, 5.616
1.553, 5.619
1.551, 5.617
1.550, 5.615
1.548, 5.607
1.547, 5.607
1.545, 5.614
1.544, 5.618
1.543, 5.642
1.541, 5.629
1.540, 5.631
1.538, 5.632
1.537, 5.638
1.535, 5.645
1.534, 5.637
1.532, 5.627
1.531, 5.626
1.529, 5.621
1.528, 5.622
1.527, 5.613
1.525, 5.619
1.524, 5.622
1.522, 5.627
1.521, 5.626
1.519, 5.614
1.518, 5.619
1.517, 5.623
1.515, 5.625
1.514, 5.634
1.512, 5.620
1.511, 5.625
1.510, 5.625
1.508, 5.623
1.507, 5.605
1.505, 5.608
1.504, 5.611
1.503, 5.627
1.501, 5.611
1.500, 5.605
1.498, 5.604
1.497, 5.599
1.496, 5.601
1.494, 5.610
1.493, 5.619
1.492, 5.630
1.490, 5.639
1.489, 5.627
1.487, 5.631
1.486, 5.612
1.485, 5.632
1.483, 5.627
1.482, 5.621
1.481, 5.624
1.479, 5.614
1.478, 5.609
1.477, 5.619
1.475, 5.619
1.474, 5.613
1.473, 5.609
1.471, 5.607
1.470, 5.610
1.469, 5.610
1.467, 5.610
1.466, 5.604
1.465, 5.615
1.463, 5.605
1.462, 5.615
1.461, 5.618
1.459, 5.613
1.458, 5.616
1.457, 5.607
1.455, 5.625
1.454, 5.633
1.453, 5.644
1.452, 5.641
1.450, 5.619
1.449, 5.621
1.448, 5.616
1.446, 5.602
1.445, 5.608
1.444, 5.599
1.442, 5.605
1.441, 5.627
1.440, 5.624
1.439, 5.617
1.437, 5.617
1.436, 5.628
1.435, 5.640
1.434, 5.643
1.432, 5.628
1.431, 5.623
1.430, 5.625
1.429, 5.610
1.427, 5.622
1.426, 5.612
1.425, 5.610
1.424, 5.621
1.422, 5.618
1.421, 5.612
1.420, 5.616
1.419, 5.620
1.417, 5.615
1.416, 5.624
1.415, 5.632
1.414, 5.637
1.412, 5.629
1.411, 5.631
1.410, 5.635
1.409, 5.644
1.407, 5.632
1.406, 5.651
1.405, 5.630
1.404, 5.639
1.403, 5.645
1.401, 5.639
1.400, 5.627
1.399, 5.623
1.398, 5.610
1.397, 5.604
1.395, 5.617
1.394, 5.614
1.393, 5.627
1.392, 5.628
1.391, 5.629
1.389, 5.641
1.388, 5.639
1.387, 5.651
1.386, 5.642
1.385, 5.634
1.383, 5.609
1.382, 5.613
1.381, 5.612
1.380, 5.610
1.379, 5.599
1.378, 5.612
1.376, 5.603
1.375, 5.615
1.374, 5.622
1.373, 5.622
1.372, 5.612
1.371, 5.612
1.369, 5.620
1.368, 5.608
1.367, 5.611
1.366, 5.618
1.365, 5.624
1.364, 5.626
1.363, 5.622
1.361, 5.618
1.360, 5.606
1.359, 5.611
1.358, 5.612
1.357, 5.614
1.356, 5.620
1.355, 5.619
1.353, 5.605
1.352, 5.601
1.351, 5.611
1.350, 5.610
1.349, 5.631
1.348, 5.605
1.347, 5.605
1.346, 5.605
1.345, 5.601
1.343, 5.613
1.342, 5.626
1.341, 5.630
1.340, 5.621
1.339, 5.615
1.338, 5.621
1.337, 5.611
1.336, 5.602
1.335, 5.607
1.333, 5.592
1.332, 5.589
1.331, 5.601
1.330, 5.595
1.329, 5.593
1.328, 5.605
1.327, 5.605
1.326, 5.616
1.325, 5.598
1.324, 5.612
1.323, 5.614
1.322, 5.621
1.320, 5.623
1.319, 5.633
1.318, 5.637
1.317, 5.620
1.316, 5.608
1.315, 5.600
1.314, 5.592
1.313, 5.607
1.312, 5.602
1.311, 5.589
1.310, 5.594
1.309, 5.603
1.308, 5.606
1.307, 5.613
1.306, 5.617
1.305, 5.620
1.303, 5.631
1.302, 5.632
1.301, 5.644
1.300, 5.625
1.299, 5.631
1.298, 5.612
1.297, 5.618
1.296, 5.614
1.295, 5.610
1.294, 5.611
1.293, 5.622
1.292, 5.621
1.291, 5.608
1.290, 5.622
1.289, 5.606
1.288, 5.606
1.287, 5.624
1.286, 5.621
1.285, 5.627
1.284, 5.614
1.283, 5.628
1.282, 5.635
1.281, 5.616
1.280, 5.631
1.279, 5.632
1.278, 5.618
1.277, 5.616
1.276, 5.611
1.275, 5.607
1.274, 5.604
1.273, 5.613
1.272, 5.620
1.271, 5.612
1.270, 5.610
1.269, 5.607
1.268, 5.602
1.267, 5.614
1.266, 5.619
1.265, 5.612
1.264, 5.629
1.263, 5.614
1.262, 5.614
1.261, 5.615
1.260, 5.625
1.259, 5.618
1.258, 5.629
1.257, 5.608
1.256, 5.614
1.255, 5.604
1.254, 5.602
1.253, 5.610
1.252, 5.613
1.251, 5.618
1.250, 5.607
1.249, 5.606
1.248, 5.606
1.247, 5.612
1.246, 5.614
1.245, 5.610
1.245, 5.619
1.244, 5.616
1.243, 5.619
1.242, 5.610
1.241, 5.606
1.240, 5.605
1.239, 5.600
1.238, 5.601
1.237, 5.594
1.236, 5.599
1.235, 5.605
1.234, 5.586
1.233, 5.590
1.232, 5.596
1.231, 5.609
1.230, 5.631
1.229, 5.624
1.229, 5.609
1.228, 5.620
1.227, 5.625
1.226, 5.621
1.225, 5.633
1.224, 5.615
1.223, 5.610
1.222, 5.609
1.221, 5.611
1.220, 5.607
1.219, 5.598
1.218, 5.598
1.217, 5.606
1.217, 5.600
1.216, 5.611
1.215, 5.617
1.214, 5.623
1.213, 5.625
1.212, 5.627
1.211, 5.626
1.210, 5.640
1.209, 5.650
1.208, 5.641
1.208, 5.634
1.207, 5.624
1.206, 5.627
1.205, 5.618
1.204, 5.613
1.203, 5.610
1.202, 5.616
1.201, 5.610
1.200, 5.623
1.199, 5.620
1.199, 5.606
1.198, 5.624
1.197, 5.623
1.196, 5.629
1.195, 5.630
1.194, 5.640
1.193, 5.647
1.192, 5.651
1.192, 5.646
1.191, 5.639
1.190, 5.640
1.189, 5.640
1.188, 5.632
1.187, 5.618
1.186, 5.597
1.185, 5.603
1.185, 5.607
1.184, 5.611
1.183, 5.616
1.182, 5.614
1.181, 5.604
1.180, 5.604
1.179, 5.596
1.179, 5.602
1.178, 5.616
1.177, 5.617
1.176, 5.621
1.175, 5.627
1.174, 5.637
1.173, 5.627
1.173, 5.618
1.172, 5.620
1.171, 5.611
1.170, 5.617
1.169, 5.623
1.168, 5.618
1.168, 5.604
1.167, 5.607
1.166, 5.608
1.165, 5.610
1.164, 5.620
1.163, 5.617
1.163, 5.635
1.162, 5.620
1.161, 5.623
1.160, 5.622
1.159, 5.623
1.158, 5.640
1.158, 5.646
1.157, 5.655
1.156, 5.656
1.155, 5.643
1.154, 5.631
1.153, 5.622
1.153, 5.612
1.152, 5.602
1.151, 5.601
1.150, 5.606
1.149, 5.624
1.149, 5.614
1.148, 5.614
1.147, 5.612
1.146, 5.620
1.145, 5.621
1.145, 5.627
1.144, 5.632
1.143, 5.645
1.142, 5.635
1.141, 5.633
1.141, 5.624
1.140, 5.635
1.139, 5.625
1.138, 5.605
1.137, 5.611
1.137, 5.617
1.136, 5.607
1.135, 5.599
1.134, 5.609
1.133, 5.595
1.133, 5.590
1.132, 5.598
1.131, 5.617
1.130, 5.628
1.129, 5.632
1.129, 5.631
1.128, 5.633
1.127, 5.634
1.126, 5.622
1.125, 5.618
1.125, 5.624
1.124, 5.618
1.123, 5.613
1.122, 5.615
1.122, 5.613
1.121, 5.601
1.120, 5.599
1.119, 5.609
1.119, 5.613
1.118, 5.622
1.117, 5.622
1.116, 5.624
1.115, 5.623
1.115, 5.633
1.114, 5.645
1.113, 5.626
1.112, 5.633
1.112, 5.623
1.111, 5.632
1.110, 5.623
1.109, 5.621
1.109, 5.621
1.108, 5.625
1.107, 5.624
1.106, 5.625
1.106, 5.638
1.105, 5.626
1.104, 5.631
1.103, 5.621
1.103, 5.619
1.102, 5.630
1.101, 5.626
1.100, 5.635
1.100, 5.631
1.099, 5.637
1.098, 5.636
1.097, 5.627
1.097, 5.633
1.096, 5.632
1.095, 5.637
1.094, 5.659
1.094, 5.645
1.093, 5.641
1.092, 5.639
1.091, 5.630
1.091, 5.628
1.090, 5.627
1.089, 5.626
1.089, 5.625
1.088, 5.623
1.087, 5.620
1.086, 5.629
1.086, 5.619
1.085, 5.620
1.084, 5.629
1.083, 5.631
1.083, 5.634
1.082, 5.633
1.081, 5.648
1.081, 5.631
1.080, 5.626
1.079, 5.631
1.078, 5.612
1.078, 5.611
1.077, 5.618
1.076, 5.623
1.076, 5.623
1.075, 5.620
1.074, 5.637
1.073, 5.623
1.073, 5.620
1.072, 5.625
1.071, 5.624
1.071, 5.609
1.070, 5.623
1.069, 5.615
1.068, 5.607
1.068, 5.616
1.067, 5.611
1.066, 5.606
1.066, 5.606
1.065, 5.606
1.064, 5.602
1.064, 5.596
1.063, 5.620
1.062, 5.603
1.061, 5.610
1.061, 5.618
1.060, 5.631
1.059, 5.636
1.059, 5.629
1.058, 5.622
1.057, 5.627
1.057, 5.628
1.056, 5.647
1.055, 5.640
1.055, 5.630
1.054, 5.614
1.053, 5.614
1.053, 5.618
1.052, 5.605
1.051, 5.597
1.050, 5.599
1.050, 5.608
