#HIMS 5, Width 16 pulse, 1168
t(ms), signal(%full range)
0.668, 5.507
0.673, 5.506
0.678, 5.504
0.683, 5.505
0.688, 5.503
0.693, 5.502
0.698, 5.492
0.703, 5.492
0.708, 5.490
0.713, 5.490
0.718, 5.492
0.723, 5.499
0.728, 5.499
0.733, 5.505
0.738, 5.506
0.743, 5.508
0.748, 5.509
0.753, 5.512
0.758, 5.508
0.763, 5.510
0.768, 5.501
0.773, 5.501
0.778, 5.501
0.783, 5.506
0.788, 5.503
0.793, 5.501
0.798, 5.493
0.803, 5.493
0.808, 5.495
0.813, 5.499
0.818, 5.503
0.823, 5.502
0.828, 5.506
0.833, 5.500
0.838, 5.503
0.843, 5.505
0.848, 5.504
0.853, 5.507
0.858, 5.507
0.863, 5.502
0.868, 5.492
0.873, 5.501
0.878, 5.497
0.883, 5.501
0.888, 5.500
0.893, 5.497
0.898, 5.502
0.903, 5.502
0.908, 5.494
0.913, 5.492
0.918, 5.486
0.923, 5.490
0.928, 5.491
0.933, 5.503
0.938, 5.503
0.943, 5.503
0.948, 5.496
0.953, 5.496
0.958, 5.498
0.963, 5.501
0.968, 5.499
0.973, 5.499
0.978, 5.499
0.983, 5.498
0.988, 5.495
0.993, 5.499
0.998, 5.498
1.003, 5.492
1.008, 5.491
1.013, 5.491
1.018, 5.491
1.023, 5.495
1.028, 5.497
1.033, 5.496
1.038, 5.496
1.043, 5.495
1.048, 5.491
1.053, 5.492
1.058, 5.492
1.063, 5.486
1.068, 5.489
1.073, 5.492
1.078, 5.489
1.083, 5.483
1.088, 5.481
1.093, 5.481
1.098, 5.484
1.103, 5.482
1.108, 5.487
1.113, 5.489
1.118, 5.487
1.123, 5.482
1.128, 5.487
1.133, 5.492
1.138, 5.488
1.143, 5.488
1.148, 5.486
1.153, 5.485
1.158, 5.485
1.163, 5.487
1.168, 5.485
1.173, 5.484
1.178, 5.489
1.183, 5.482
1.188, 5.484
1.193, 5.489
1.198, 5.490
1.203, 5.492
1.208, 5.490
1.213, 5.489
1.218, 5.490
1.223, 5.486
1.228, 5.486
1.233, 5.478
1.238, 5.484
1.243, 5.482
1.248, 5.476
1.253, 5.481
1.258, 5.481
1.263, 5.475
1.268, 5.477
1.273, 5.474
1.278, 5.480
1.283, 5.479
1.288, 5.478
1.293, 5.480
1.298, 5.477
1.303, 5.478
1.308, 5.481
1.313, 5.483
1.318, 5.479
1.323, 5.481
1.328, 5.477
1.333, 5.480
1.338, 5.486
1.343, 5.478
1.348, 5.477
1.353, 5.476
1.358, 5.474
1.363, 5.476
1.368, 5.476
1.373, 5.478
1.378, 5.478
1.383, 5.475
1.388, 5.475
1.393, 5.474
1.398, 5.479
1.403, 5.477
1.408, 5.478
1.413, 5.482
1.418, 5.482
1.423, 5.482
1.428, 5.481
1.433, 5.486
1.438, 5.478
1.443, 5.477
1.448, 5.479
1.453, 5.482
1.458, 5.483
1.463, 5.485
1.468, 5.483
1.473, 5.487
1.478, 5.489
1.483, 5.489
1.488, 5.482
1.493, 5.487
1.498, 5.485
1.503, 5.477
1.508, 5.476
1.513, 5.472
1.518, 5.479
1.523, 5.480
1.528, 5.478
1.533, 5.480
1.538, 5.476
1.543, 5.479
1.548, 5.476
1.553, 5.477
1.558, 5.478
1.563, 5.476
1.568, 5.473
1.573, 5.472
1.578, 5.467
1.583, 5.468
1.588, 5.470
1.593, 5.471
1.598, 5.467
1.603, 5.474
1.608, 5.472
1.613, 5.476
1.618, 5.475
1.623, 5.476
1.628, 5.478
1.633, 5.482
1.638, 5.478
1.643, 5.477
1.648, 5.478
1.653, 5.477
1.658, 5.473
1.663, 5.466
1.668, 5.464
1.673, 5.467
1.678, 5.473
1.683, 5.474
1.688, 5.466
1.693, 5.472
1.698, 5.469
1.703, 5.471
1.708, 5.474
1.713, 5.477
1.718, 5.475
1.723, 5.471
1.728, 5.472
1.733, 5.465
1.738, 5.467
1.743, 5.469
1.748, 5.472
1.753, 5.474
1.758, 5.482
1.763, 5.476
1.768, 5.472
1.773, 5.470
1.778, 5.470
1.783, 5.470
1.788, 5.471
1.793, 5.477
1.798, 5.475
1.803, 5.471
1.808, 5.472
1.813, 5.470
1.818, 5.472
1.823, 5.468
1.828, 5.467
1.833, 5.467
1.838, 5.461
1.843, 5.466
1.848, 5.466
1.853, 5.469
1.858, 5.467
1.863, 5.467
1.868, 5.468
1.873, 5.468
1.878, 5.467
1.883, 5.466
1.888, 5.465
1.893, 5.468
1.898, 5.473
1.903, 5.474
1.908, 5.475
1.913, 5.477
1.918, 5.480
1.923, 5.475
1.928, 5.474
1.933, 5.474
1.938, 5.474
1.943, 5.472
1.948, 5.470
1.953, 5.466
1.958, 5.465
1.963, 5.463
1.968, 5.462
1.973, 5.467
1.978, 5.466
1.983, 5.471
1.988, 5.470
1.993, 5.468
1.998, 5.472
2.003, 5.469
2.008, 5.469
2.013, 5.472
2.018, 5.475
2.023, 5.474
2.028, 5.473
2.033, 5.465
2.038, 5.470
2.043, 5.472
2.048, 5.469
2.053, 5.468
2.058, 5.464
2.063, 5.468
2.068, 5.469
2.073, 5.466
2.078, 5.471
2.083, 5.467
2.088, 5.466
2.093, 5.473
2.098, 5.474
2.103, 5.476
2.108, 5.469
2.113, 5.472
2.118, 5.471
2.123, 5.472
2.128, 5.471
2.133, 5.473
2.138, 5.466
2.143, 5.466
2.148, 5.465
2.153, 5.467
2.158, 5.467
2.163, 5.470
2.168, 5.473
2.173, 5.470
2.178, 5.468
2.183, 5.471
2.188, 5.472
2.193, 5.473
2.198, 5.473
2.203, 5.466
2.208, 5.466
2.213, 5.468
2.218, 5.475
2.223, 5.473
2.228, 5.470
2.233, 5.470
2.238, 5.470
2.243, 5.475
2.248, 5.468
2.253, 5.475
2.258, 5.469
2.263, 5.471
2.268, 5.469
2.273, 5.478
2.278, 5.479
2.283, 5.483
2.288, 5.478
2.293, 5.471
2.298, 5.473
2.303, 5.475
2.308, 5.469
2.313, 5.468
2.318, 5.472
2.323, 5.469
2.328, 5.469
2.333, 5.473
2.338, 5.470
2.343, 5.471
2.348, 5.474
2.353, 5.470
2.358, 5.473
2.363, 5.473
2.368, 5.474
2.373, 5.476
2.378, 5.476
2.383, 5.471
2.388, 5.473
2.393, 5.476
2.398, 5.482
2.403, 5.479
2.408, 5.480
2.413, 5.480
2.418, 5.477
2.423, 5.475
2.428, 5.477
2.433, 5.477
2.438, 5.475
2.443, 5.472
2.448, 5.467
2.453, 5.474
2.458, 5.474
2.463, 5.482
2.468, 5.477
2.473, 5.478
2.478, 5.481
2.483, 5.481
2.488, 5.480
2.493, 5.486
2.498, 5.483
2.503, 5.483
2.508, 5.480
2.513, 5.476
2.518, 5.481
2.523, 5.480
2.528, 5.474
2.533, 5.477
2.538, 5.479
2.543, 5.482
2.548, 5.481
2.553, 5.482
2.558, 5.484
2.563, 5.484
2.568, 5.482
2.573, 5.481
2.578, 5.489
2.583, 5.489
2.588, 5.490
2.593, 5.484
2.598, 5.490
2.603, 5.489
2.608, 5.488
2.613, 5.491
2.618, 5.496
2.623, 5.496
2.628, 5.494
2.633, 5.498
2.638, 5.493
2.643, 5.495
2.648, 5.491
2.653, 5.490
2.658, 5.492
2.663, 5.497
2.668, 5.495
2.673, 5.495
2.678, 5.496
2.683, 5.497
2.688, 5.498
2.693, 5.501
2.698, 5.500
2.703, 5.506
2.708, 5.504
2.713, 5.505
2.718, 5.507
2.723, 5.506
2.728, 5.508
2.733, 5.511
2.738, 5.506
2.743, 5.512
2.748, 5.510
2.753, 5.512
2.758, 5.516
2.763, 5.520
2.768, 5.518
2.773, 5.517
2.778, 5.519
2.783, 5.519
2.788, 5.519
2.793, 5.528
2.798, 5.529
2.803, 5.530
2.808, 5.526
2.813, 5.530
2.818, 5.529
2.823, 5.539
2.828, 5.539
2.833, 5.544
2.838, 5.540
2.843, 5.547
2.848, 5.546
2.853, 5.551
2.858, 5.564
2.863, 5.566
2.868, 5.573
2.873, 5.587
2.878, 5.598
2.883, 5.619
2.888, 5.640
2.893, 5.666
2.898, 5.689
2.903, 5.704
2.908, 5.733
2.913, 5.758
2.918, 5.785
2.923, 5.811
2.928, 5.836
2.933, 5.863
2.938, 5.886
2.943, 5.908
2.948, 5.924
2.953, 5.934
2.958, 5.941
2.963, 5.951
2.968, 5.949
2.973, 5.951
2.978, 5.942
2.983, 5.928
2.988, 5.915
2.993, 5.904
2.998, 5.892
3.003, 5.883
3.008, 5.871
3.013, 5.856
3.018, 5.846
3.023, 5.835
3.028, 5.830
3.033, 5.829
3.038, 5.825
3.043, 5.821
3.048, 5.825
3.053, 5.826
3.058, 5.819
3.063, 5.819
3.068, 5.814
3.073, 5.824
3.078, 5.827
3.083, 5.839
3.088, 5.849
3.093, 5.865
3.098, 5.895
3.103, 5.937
3.108, 5.989
3.113, 6.057
3.118, 6.145
3.123, 6.263
3.128, 6.407
3.133, 6.582
3.138, 6.791
3.143, 7.033
3.148, 7.298
3.153, 7.590
3.158, 7.895
3.163, 8.202
3.168, 8.506
3.173, 8.795
3.178, 9.056
3.183, 9.286
3.188, 9.468
3.193, 9.601
3.198, 9.674
3.203, 9.693
3.208, 9.655
3.213, 9.562
3.218, 9.416
3.223, 9.235
3.228, 9.026
3.233, 8.785
3.238, 8.539
3.243, 8.280
3.248, 8.029
3.253, 7.788
3.258, 7.559
3.263, 7.350
3.268, 7.166
3.273, 7.008
3.278, 6.873
3.283, 6.761
3.288, 6.667
3.293, 6.597
3.298, 6.546
3.303, 6.505
3.308, 6.473
3.313, 6.449
3.318, 6.437
3.323, 6.439
3.328, 6.447
3.333, 6.472
3.338, 6.515
3.343, 6.590
3.348, 6.695
3.353, 6.860
3.358, 7.108
3.363, 7.449
3.368, 7.906
3.373, 8.513
3.378, 9.297
3.383, 10.276
3.388, 11.466
3.393, 12.875
3.398, 14.504
3.403, 16.338
3.408, 18.340
3.413, 20.467
3.418, 22.670
3.423, 24.881
3.428, 27.012
3.433, 29.002
3.438, 30.767
3.443, 32.256
3.448, 33.399
3.453, 34.160
3.458, 34.530
3.463, 34.499
3.468, 34.076
3.473, 33.297
3.478, 32.194
3.483, 30.828
3.488, 29.242
3.493, 27.502
3.498, 25.670
3.503, 23.797
3.508, 21.948
3.513, 20.151
3.518, 18.463
3.523, 16.907
3.528, 15.519
3.533, 14.284
3.538, 13.222
3.543, 12.339
3.548, 11.604
3.553, 11.021
3.558, 10.554
3.563, 10.200
3.568, 9.927
3.573, 9.718
3.578, 9.553
3.583, 9.432
3.588, 9.315
3.593, 9.214
3.598, 9.111
3.603, 9.009
3.608, 8.895
3.613, 8.775
3.618, 8.649
3.623, 8.517
3.628, 8.381
3.633, 8.250
3.638, 8.116
3.643, 7.978
3.648, 7.844
3.653, 7.718
3.658, 7.596
3.663, 7.481
3.668, 7.370
3.673, 7.264
3.678, 7.167
3.683, 7.075
3.688, 6.990
3.693, 6.906
3.698, 6.829
3.703, 6.758
3.708, 6.688
3.713, 6.622
3.718, 6.559
3.723, 6.500
3.728, 6.440
3.733, 6.379
3.738, 6.331
3.743, 6.281
3.748, 6.243
3.753, 6.202
3.758, 6.164
3.763, 6.135
3.768, 6.099
3.773, 6.067
3.778, 6.042
3.783, 6.027
3.788, 6.000
3.793, 5.980
3.798, 5.960
3.803, 5.945
3.808, 5.928
3.813, 5.915
3.818, 5.900
3.823, 5.887
3.828, 5.876
3.833, 5.860
3.838, 5.853
3.843, 5.846
3.848, 5.829
3.853, 5.817
3.858, 5.812
3.863, 5.806
3.868, 5.797
3.873, 5.791
3.878, 5.785
3.883, 5.776
3.888, 5.770
3.893, 5.762
3.898, 5.763
3.903, 5.761
3.908, 5.753
3.913, 5.745
3.918, 5.744
3.923, 5.741
3.928, 5.738
3.933, 5.731
3.938, 5.730
3.943, 5.726
3.948, 5.718
3.953, 5.710
3.958, 5.715
3.963, 5.710
3.968, 5.712
3.973, 5.708
3.978, 5.706
3.983, 5.701
3.988, 5.703
3.993, 5.702
3.998, 5.700
4.003, 5.700
4.008, 5.699
4.013, 5.695
4.018, 5.696
4.023, 5.695
4.028, 5.699
4.033, 5.694
4.038, 5.694
4.043, 5.687
4.048, 5.680
4.053, 5.681
4.058, 5.685
4.063, 5.684
4.068, 5.687
4.073, 5.683
4.078, 5.684
4.083, 5.679
4.088, 5.678
4.093, 5.669
4.098, 5.672
4.103, 5.670
4.108, 5.669
4.113, 5.664
4.118, 5.662
4.123, 5.664
4.128, 5.663
4.133, 5.665
4.138, 5.662
4.143, 5.663
4.148, 5.663
4.153, 5.660
4.158, 5.664
4.163, 5.666
4.168, 5.671
4.173, 5.662
4.178, 5.660
4.183, 5.667
4.188, 5.662
4.193, 5.662
4.198, 5.663
4.203, 5.672
4.208, 5.665
4.213, 5.673
4.218, 5.681
4.223, 5.691
4.228, 5.700
4.233, 5.707
4.238, 5.722
4.243, 5.738
4.248, 5.754
4.253, 5.770
4.258, 5.788
4.263, 5.811
4.268, 5.831
4.273, 5.862
4.278, 5.885
4.283, 5.910
4.288, 5.934
4.293, 5.955
4.298, 5.980
4.303, 6.002
4.308, 6.014
4.313, 6.028
4.318, 6.035
4.323, 6.035
4.328, 6.029
4.333, 6.015
4.338, 6.003
4.343, 5.996
4.348, 5.968
4.353, 5.945
4.358, 5.924
4.363, 5.897
4.368, 5.869
4.373, 5.845
4.378, 5.819
4.383, 5.800
4.388, 5.776
4.393, 5.749
4.398, 5.727
4.403, 5.710
4.408, 5.695
4.413, 5.679
4.418, 5.665
4.423, 5.660
4.428, 5.648
4.433, 5.643
4.438, 5.633
4.443, 5.629
4.448, 5.624
4.453, 5.620
4.458, 5.626
4.463, 5.627
4.468, 5.622
4.473, 5.618
4.478, 5.617
4.483, 5.615
4.488, 5.614
4.493, 5.613
4.498, 5.609
4.503, 5.607
4.508, 5.601
4.513, 5.600
4.518, 5.600
4.523, 5.605
4.528, 5.602
4.533, 5.597
4.538, 5.598
4.543, 5.599
4.548, 5.598
4.553, 5.594
4.558, 5.593
4.563, 5.592
4.568, 5.587
4.573, 5.583
4.578, 5.581
4.583, 5.575
4.588, 5.578
4.593, 5.570
4.598, 5.566
4.603, 5.565
4.608, 5.563
4.613, 5.559
4.618, 5.555
4.623, 5.548
4.628, 5.550
4.633, 5.544
4.638, 5.543
4.643, 5.544
4.648, 5.543
4.653, 5.540
4.658, 5.541
4.663, 5.544
4.668, 5.540
4.673, 5.537
4.678, 5.537
4.683, 5.532
4.688, 5.530
4.693, 5.530
4.698, 5.530
4.703, 5.537
4.708, 5.532
4.713, 5.525
4.718, 5.527
4.723, 5.527
4.728, 5.524
4.733, 5.525
4.738, 5.523
4.743, 5.525
4.748, 5.523
4.753, 5.525
4.758, 5.530
4.763, 5.532
4.768, 5.528
4.773, 5.524
4.778, 5.526
4.783, 5.528
4.788, 5.522
4.793, 5.522
4.798, 5.515
4.803, 5.517
4.808, 5.509
4.813, 5.514
4.818, 5.510
4.823, 5.510
4.828, 5.512
4.833, 5.511
4.838, 5.508
4.843, 5.511
4.848, 5.508
4.853, 5.504
4.858, 5.502
4.863, 5.508
4.868, 5.509
4.873, 5.511
4.878, 5.509
4.883, 5.510
4.888, 5.501
4.893, 5.502
4.898, 5.500
4.903, 5.501
4.908, 5.501
4.913, 5.498
4.918, 5.497
4.923, 5.502
4.928, 5.496
4.933, 5.498
4.938, 5.502
4.943, 5.508
4.948, 5.504
4.953, 5.504
4.958, 5.509
4.963, 5.515
4.968, 5.507
4.973, 5.511
4.978, 5.509
4.983, 5.510
4.988, 5.508
4.993, 5.506
4.998, 5.511
5.003, 5.512
5.008, 5.509
5.013, 5.502
5.018, 5.509
5.023, 5.513
5.028, 5.512
5.033, 5.516
5.038, 5.518
5.043, 5.524
5.048, 5.515
5.053, 5.517
5.058, 5.513
5.063, 5.514
5.068, 5.508
5.073, 5.508
5.078, 5.510
5.083, 5.507
5.088, 5.509
5.093, 5.508
5.098, 5.505
5.103, 5.513
5.108, 5.507
5.113, 5.505
5.118, 5.504
5.123, 5.506
5.128, 5.506
5.133, 5.501
5.138, 5.506
5.143, 5.508
5.148, 5.503
5.153, 5.499
5.158, 5.500
5.163, 5.497
5.168, 5.497
5.173, 5.497
5.178, 5.498
5.183, 5.496
5.188, 5.498
5.193, 5.499
5.198, 5.499
5.203, 5.495
5.208, 5.494
5.213, 5.489
5.218, 5.494
5.223, 5.496
5.228, 5.495
5.233, 5.498
5.238, 5.498
5.243, 5.503
5.248, 5.498
5.253, 5.501
5.258, 5.505
5.263, 5.504
5.268, 5.497
5.273, 5.500
5.278, 5.496
5.283, 5.497
5.288, 5.490
5.293, 5.497
5.298, 5.496
5.303, 5.502
5.308, 5.501
5.313, 5.499
5.318, 5.501
5.323, 5.501
5.328, 5.499
5.333, 5.502
5.338, 5.498
5.343, 5.501
5.348, 5.497
5.353, 5.494
5.358, 5.498
5.363, 5.496
5.368, 5.487
5.373, 5.488
5.378, 5.490
5.383, 5.485
5.388, 5.482
5.393, 5.483
5.398, 5.485
5.403, 5.489
5.408, 5.484
5.413, 5.485
5.418, 5.490
5.423, 5.495
5.428, 5.492
5.433, 5.489
5.438, 5.488
5.443, 5.494
5.448, 5.485
5.453, 5.492
5.458, 5.498
5.463, 5.494
5.468, 5.492
5.473, 5.487
5.478, 5.481
5.483, 5.489
5.488, 5.483
5.493, 5.485
5.498, 5.487
5.503, 5.488
5.508, 5.482
5.513, 5.481
5.518, 5.488
5.523, 5.489
5.528, 5.484
5.533, 5.486
5.538, 5.487
5.543, 5.490
5.548, 5.487
5.553, 5.482
5.558, 5.489
5.563, 5.484
5.568, 5.476
5.573, 5.488
5.578, 5.486
5.583, 5.490
5.588, 5.482
5.593, 5.482
5.598, 5.483
5.603, 5.494
5.608, 5.493
5.613, 5.489
5.618, 5.493
5.623, 5.498
5.628, 5.495
5.633, 5.491
5.638, 5.485
5.643, 5.486
5.648, 5.483
5.653, 5.482
5.658, 5.485
5.663, 5.487
5.668, 5.491
5.673, 5.488
5.678, 5.489
5.683, 5.496
5.688, 5.493
5.693, 5.494
5.698, 5.493
5.703, 5.491
5.708, 5.487
5.713, 5.491
5.718, 5.497
5.723, 5.499
5.728, 5.504
5.733, 5.500
5.738, 5.496
5.743, 5.498
5.748, 5.490
5.753, 5.490
5.758, 5.494
5.763, 5.489
5.768, 5.491
5.773, 5.486
5.778, 5.495
5.783, 5.490
5.788, 5.485
5.793, 5.485
5.798, 5.488
5.803, 5.494
5.808, 5.485
5.813, 5.485
5.818, 5.484
5.823, 5.490
5.828, 5.485
5.833, 5.480
5.838, 5.481
5.843, 5.487
5.848, 5.480
5.853, 5.481
5.858, 5.485
5.863, 5.488
5.868, 5.485
5.873, 5.484
5.878, 5.489
5.883, 5.486
5.888, 5.484
5.893, 5.482
5.898, 5.482
5.903, 5.491
5.908, 5.487
5.913, 5.484
5.918, 5.489
5.923, 5.487
5.928, 5.486
5.933, 5.483
5.938, 5.486
5.943, 5.489
5.948, 5.484
5.953, 5.484
5.958, 5.479
5.963, 5.483
5.968, 5.483
5.973, 5.480
5.978, 5.487
5.983, 5.484
5.988, 5.484
5.993, 5.483
5.998, 5.483
6.003, 5.481
6.008, 5.478
6.013, 5.477
6.018, 5.479
6.023, 5.485
6.028, 5.488
6.033, 5.486
6.038, 5.487
6.043, 5.487
6.048, 5.486
6.053, 5.489
6.058, 5.485
6.063, 5.489
6.068, 5.482
6.073, 5.480
6.078, 5.486
6.083, 5.487
6.088, 5.483
6.093, 5.481
6.098, 5.485
6.103, 5.482
6.108, 5.486
6.113, 5.485
6.118, 5.483
6.123, 5.490
6.128, 5.486
6.133, 5.485
6.138, 5.486
6.143, 5.487
6.148, 5.485
6.153, 5.484
6.158, 5.485
6.163, 5.481
6.168, 5.485
6.173, 5.486
6.178, 5.484
6.183, 5.490
6.188, 5.490
6.193, 5.495
6.198, 5.498
6.203, 5.494
6.208, 5.493
6.213, 5.494
6.218, 5.497
6.223, 5.500
6.228, 5.490
6.233, 5.489
6.238, 5.487
6.243, 5.488
6.248, 5.487
6.253, 5.490
6.258, 5.499
6.263, 5.497
6.268, 5.490
6.273, 5.496
6.278, 5.498
6.283, 5.500
6.288, 5.493
6.293, 5.494
6.298, 5.495
6.303, 5.504
6.308, 5.505
6.313, 5.500
6.318, 5.493
6.323, 5.495
6.328, 5.496
6.333, 5.494
6.338, 5.491
6.343, 5.495
6.348, 5.491
6.353, 5.490
6.358, 5.495
6.363, 5.495
6.368, 5.494
6.373, 5.496
6.378, 5.500
6.383, 5.497
6.388, 5.493
6.393, 5.496
6.398, 5.498
6.403, 5.498
6.408, 5.496
6.413, 5.492
6.418, 5.490
6.423, 5.488
6.428, 5.487
6.433, 5.491
6.438, 5.490
6.443, 5.495
6.448, 5.492
6.453, 5.493
6.458, 5.486
6.463, 5.494
6.468, 5.489
6.473, 5.485
6.478, 5.493
6.483, 5.494
6.488, 5.490
6.493, 5.492
6.498, 5.494
6.503, 5.493
6.508, 5.493
6.513, 5.493
6.518, 5.496
6.523, 5.495
6.528, 5.493
6.533, 5.488
6.538, 5.491
6.543, 5.485
6.548, 5.486
6.553, 5.492
6.558, 5.491
6.563, 5.498
6.568, 5.493
6.573, 5.493
6.578, 5.493
6.583, 5.501
6.588, 5.491
6.593, 5.490
6.598, 5.487
6.603, 5.493
6.608, 5.492
6.613, 5.492
6.618, 5.489
6.623, 5.498
6.628, 5.491
6.633, 5.495
6.638, 5.494
6.643, 5.495
6.648, 5.496
6.653, 5.494
6.658, 5.497
6.663, 5.502
6.668, 5.500
6.673, 5.500
6.678, 5.500
6.683, 5.501
6.688, 5.500
6.693, 5.497
6.698, 5.498
6.703, 5.502
6.708, 5.495
6.713, 5.494
6.718, 5.492
6.723, 5.500
6.728, 5.495
6.733, 5.492
6.738, 5.499
6.743, 5.500
6.748, 5.501
6.753, 5.499
6.758, 5.499
6.763, 5.500
6.768, 5.506
6.773, 5.498
6.778, 5.491
6.783, 5.495
6.788, 5.491
6.793, 5.492
6.798, 5.493
6.803, 5.498
6.808, 5.495
6.813, 5.492
6.818, 5.495
6.823, 5.500
6.828, 5.495
6.833, 5.492
6.838, 5.493
6.843, 5.495
6.848, 5.498
6.853, 5.495
6.858, 5.498
6.863, 5.498
6.868, 5.493
6.873, 5.492
6.878, 5.500
6.883, 5.496
6.888, 5.496
6.893, 5.498
6.898, 5.494
6.903, 5.492
6.908, 5.488
6.913, 5.492
6.918, 5.493
6.923, 5.494
6.928, 5.489
6.933, 5.492
6.938, 5.495
6.943, 5.496
6.948, 5.495
6.953, 5.491
6.958, 5.487
6.963, 5.491
6.968, 5.489
6.973, 5.491
6.978, 5.491
6.983, 5.497
6.988, 5.488
6.993, 5.487
6.998, 5.490
7.003, 5.497
7.008, 5.493
7.013, 5.489
7.018, 5.498
7.023, 5.501
7.028, 5.502
7.033, 5.500
7.038, 5.497
7.043, 5.500
7.048, 5.495
7.053, 5.490
7.058, 5.488
7.063, 5.487
7.068, 5.486
7.073, 5.486
7.078, 5.488
7.083, 5.496
7.088, 5.488
7.093, 5.490
7.098, 5.495
7.103, 5.497
7.108, 5.491
7.113, 5.490
7.118, 5.490
7.123, 5.490
7.128, 5.488
7.133, 5.490
7.138, 5.493
7.143, 5.496
7.148, 5.493
7.153, 5.493
7.158, 5.490
7.163, 5.496
7.168, 5.491
7.173, 5.490
7.178, 5.493
7.183, 5.496
7.188, 5.491
7.193, 5.491
7.198, 5.499
7.203, 5.493
7.208, 5.493
7.213, 5.490
7.218, 5.494
7.223, 5.504
7.228, 5.496
7.233, 5.495
7.238, 5.494
7.243, 5.501
7.248, 5.496
7.253, 5.495
7.258, 5.492
7.263, 5.490
7.268, 5.489
7.273, 5.485
7.278, 5.490
7.283, 5.491
7.288, 5.490
7.293, 5.490
7.298, 5.494
7.303, 5.497
7.308, 5.493
7.313, 5.495
7.318, 5.501
7.323, 5.508
7.328, 5.506
7.333, 5.509
7.338, 5.508
7.343, 5.514
7.348, 5.505
7.353, 5.503
7.358, 5.505
7.363, 5.508
7.368, 5.506
7.373, 5.507
7.378, 5.506
7.383, 5.509
7.388, 5.499
7.393, 5.503
7.398, 5.508
7.403, 5.510
7.408, 5.511
7.413, 5.506
7.418, 5.507
7.423, 5.513
7.428, 5.509
7.433, 5.507
7.438, 5.501
7.443, 5.498
7.448, 5.504
7.453, 5.506
7.458, 5.508
7.463, 5.505
7.468, 5.498
7.473, 5.496
7.478, 5.499
7.483, 5.500
7.488, 5.495
7.493, 5.497
7.498, 5.499
7.503, 5.498
7.508, 5.498
7.513, 5.497
7.518, 5.495
7.523, 5.501
7.528, 5.498
7.533, 5.494
7.538, 5.489
7.543, 5.496
7.548, 5.494
7.553, 5.497
7.558, 5.497
7.563, 5.496
7.568, 5.489
7.573, 5.488
7.578, 5.492
7.583, 5.495
7.588, 5.492
7.593, 5.492
7.598, 5.492
7.603, 5.492
7.608, 5.487
7.613, 5.485
7.618, 5.488
7.623, 5.498
7.628, 5.496
7.633, 5.496
7.638, 5.494
7.643, 5.501
7.648, 5.498
7.653, 5.491
7.658, 5.491
7.663, 5.494
7.668, 5.491
7.673, 5.489
7.678, 5.493
7.683, 5.497
7.688, 5.488
7.693, 5.491
7.698, 5.498
7.703, 5.504
7.708, 5.495
7.713, 5.493
7.718, 5.494
7.723, 5.501
7.728, 5.496
7.733, 5.495
