#HIMS 5, Width 16 pulse, 196
t(ms), signal(%full range)
1.528, 5.394
1.533, 5.402
1.538, 5.392
1.543, 5.386
1.548, 5.394
1.553, 5.391
1.558, 5.385
1.563, 5.383
1.568, 5.388
1.573, 5.398
1.578, 5.390
1.583, 5.386
1.588, 5.382
1.593, 5.378
1.598, 5.396
1.603, 5.391
1.608, 5.374
1.613, 5.385
1.618, 5.386
1.623, 5.378
1.628, 5.373
1.633, 5.368
1.638, 5.370
1.643, 5.368
1.648, 5.378
1.653, 5.384
1.658, 5.386
1.663, 5.391
1.668, 5.383
1.673, 5.384
1.678, 5.379
1.683, 5.381
1.688, 5.365
1.693, 5.361
1.698, 5.380
1.703, 5.373
1.708, 5.382
1.713, 5.398
1.718, 5.402
1.723, 5.383
1.728, 5.396
1.733, 5.393
1.738, 5.390
1.743, 5.391
1.748, 5.387
1.753, 5.383
1.758, 5.377
1.763, 5.375
1.768, 5.383
1.773, 5.367
1.778, 5.370
1.783, 5.374
1.788, 5.371
1.793, 5.382
1.798, 5.367
1.803, 5.382
1.808, 5.373
1.813, 5.362
1.818, 5.362
1.823, 5.370
1.828, 5.382
1.833, 5.390
1.838, 5.387
1.843, 5.389
1.848, 5.379
1.853, 5.378
1.858, 5.383
1.863, 5.377
1.868, 5.358
1.873, 5.359
1.878, 5.355
1.883, 5.366
1.888, 5.365
1.893, 5.353
1.898, 5.368
1.903, 5.376
1.908, 5.373
1.913, 5.377
1.918, 5.376
1.923, 5.388
1.928, 5.380
1.933, 5.380
1.938, 5.377
1.943, 5.364
1.948, 5.371
1.953, 5.360
1.958, 5.374
1.963, 5.370
1.968, 5.361
1.973, 5.356
1.978, 5.367
1.983, 5.371
1.988, 5.379
1.993, 5.373
1.998, 5.381
2.003, 5.376
2.008, 5.366
2.013, 5.367
2.018, 5.369
2.023, 5.372
2.028, 5.371
2.033, 5.368
2.038, 5.343
2.043, 5.358
2.048, 5.365
2.053, 5.354
2.058, 5.358
2.063, 5.354
2.068, 5.370
2.073, 5.372
2.078, 5.368
2.083, 5.366
2.088, 5.372
2.093, 5.373
2.098, 5.374
2.103, 5.372
2.108, 5.373
2.113, 5.364
2.118, 5.361
2.123, 5.367
2.128, 5.359
2.133, 5.348
2.138, 5.349
2.143, 5.371
2.148, 5.362
2.153, 5.360
2.158, 5.356
2.163, 5.346
2.168, 5.352
2.173, 5.365
2.178, 5.377
2.183, 5.386
2.188, 5.377
2.193, 5.382
2.198, 5.371
2.203, 5.365
2.208, 5.369
2.213, 5.372
2.218, 5.363
2.223, 5.370
2.228, 5.366
2.233, 5.370
2.238, 5.365
2.243, 5.361
2.248, 5.364
2.253, 5.352
2.258, 5.354
2.263, 5.350
2.268, 5.358
2.273, 5.365
2.278, 5.374
2.283, 5.367
2.288, 5.357
2.293, 5.372
2.298, 5.375
2.303, 5.370
2.308, 5.380
2.313, 5.384
2.318, 5.385
2.323, 5.376
2.328, 5.379
2.333, 5.376
2.338, 5.372
2.343, 5.367
2.348, 5.359
2.353, 5.363
2.358, 5.363
2.363, 5.371
2.368, 5.362
2.373, 5.378
2.378, 5.372
2.383, 5.368
2.388, 5.371
2.393, 5.374
2.398, 5.384
2.403, 5.389
2.408, 5.379
2.413, 5.371
2.418, 5.373
2.423, 5.367
2.428, 5.361
2.433, 5.386
2.438, 5.379
2.443, 5.384
2.448, 5.372
2.453, 5.363
2.458, 5.372
2.463, 5.371
2.468, 5.381
2.473, 5.385
2.478, 5.385
2.483, 5.382
2.488, 5.383
2.493, 5.374
2.498, 5.365
2.503, 5.372
2.508, 5.372
2.513, 5.379
2.518, 5.371
2.523, 5.378
2.528, 5.379
2.533, 5.390
2.538, 5.387
2.543, 5.406
2.548, 5.394
2.553, 5.397
2.558, 5.394
2.563, 5.388
2.568, 5.394
2.573, 5.390
2.578, 5.384
2.583, 5.391
2.588, 5.385
2.593, 5.385
2.598, 5.389
2.603, 5.382
2.608, 5.368
2.613, 5.371
2.618, 5.384
2.623, 5.384
2.628, 5.382
2.633, 5.391
2.638, 5.384
2.643, 5.385
2.648, 5.393
2.653, 5.404
2.658, 5.401
2.663, 5.392
2.668, 5.410
2.673, 5.411
2.678, 5.392
2.683, 5.410
2.688, 5.408
2.693, 5.400
2.698, 5.395
2.703, 5.389
2.708, 5.392
2.713, 5.392
2.718, 5.401
2.723, 5.403
2.728, 5.406
2.733, 5.417
2.738, 5.416
2.743, 5.400
2.748, 5.410
2.753, 5.408
2.758, 5.422
2.763, 5.429
2.768, 5.424
2.773, 5.430
2.778, 5.429
2.783, 5.427
2.788, 5.450
2.793, 5.442
2.798, 5.435
2.803, 5.436
2.808, 5.435
2.813, 5.436
2.818, 5.418
2.823, 5.421
2.828, 5.417
2.833, 5.419
2.838, 5.435
2.843, 5.431
2.848, 5.444
2.853, 5.443
2.858, 5.454
2.863, 5.457
2.868, 5.469
2.873, 5.485
2.878, 5.517
2.883, 5.537
2.888, 5.557
2.893, 5.558
2.898, 5.585
2.903, 5.612
2.908, 5.641
2.913, 5.665
2.918, 5.683
2.923, 5.712
2.928, 5.736
2.933, 5.757
2.938, 5.791
2.943, 5.811
2.948, 5.826
2.953, 5.849
2.958, 5.855
2.963, 5.873
2.968, 5.857
2.973, 5.861
2.978, 5.854
2.983, 5.840
2.988, 5.825
2.993, 5.818
2.998, 5.814
3.003, 5.792
3.008, 5.778
3.013, 5.758
3.018, 5.753
3.023, 5.740
3.028, 5.723
3.033, 5.723
3.038, 5.727
3.043, 5.725
3.048, 5.716
3.053, 5.708
3.058, 5.714
3.063, 5.710
3.068, 5.721
3.073, 5.714
3.078, 5.709
3.083, 5.724
3.088, 5.735
3.093, 5.753
3.098, 5.785
3.103, 5.827
3.108, 5.871
3.113, 5.955
3.118, 6.048
3.123, 6.180
3.128, 6.346
3.133, 6.536
3.138, 6.757
3.143, 7.014
3.148, 7.285
3.153, 7.573
3.158, 7.882
3.163, 8.179
3.168, 8.491
3.173, 8.764
3.178, 9.020
3.183, 9.236
3.188, 9.405
3.193, 9.532
3.198, 9.601
3.203, 9.623
3.208, 9.580
3.213, 9.473
3.218, 9.336
3.223, 9.162
3.228, 8.952
3.233, 8.709
3.238, 8.465
3.243, 8.212
3.248, 7.962
3.253, 7.728
3.258, 7.510
3.263, 7.295
3.268, 7.107
3.273, 6.945
3.278, 6.805
3.283, 6.663
3.288, 6.544
3.293, 6.473
3.298, 6.404
3.303, 6.353
3.308, 6.322
3.313, 6.304
3.318, 6.269
3.323, 6.274
3.328, 6.280
3.333, 6.288
3.338, 6.341
3.343, 6.421
3.348, 6.559
3.353, 6.762
3.358, 7.024
3.363, 7.410
3.368, 7.928
3.373, 8.586
3.378, 9.439
3.383, 10.476
3.388, 11.721
3.393, 13.190
3.398, 14.858
3.403, 16.701
3.408, 18.727
3.413, 20.856
3.418, 23.058
3.423, 25.222
3.428, 27.306
3.433, 29.222
3.438, 30.908
3.443, 32.310
3.448, 33.354
3.453, 34.043
3.458, 34.315
3.463, 34.228
3.468, 33.739
3.473, 32.936
3.478, 31.831
3.483, 30.492
3.488, 28.936
3.493, 27.220
3.498, 25.456
3.503, 23.620
3.508, 21.808
3.513, 20.049
3.518, 18.387
3.523, 16.836
3.528, 15.417
3.533, 14.158
3.538, 13.066
3.543, 12.148
3.548, 11.375
3.553, 10.746
3.558, 10.253
3.563, 9.851
3.568, 9.541
3.573, 9.305
3.578, 9.121
3.583, 8.965
3.588, 8.825
3.593, 8.716
3.598, 8.591
3.603, 8.469
3.608, 8.346
3.613, 8.227
3.618, 8.119
3.623, 8.006
3.628, 7.880
3.633, 7.741
3.638, 7.625
3.643, 7.486
3.648, 7.377
3.653, 7.247
3.658, 7.144
3.663, 7.044
3.668, 6.954
3.673, 6.869
3.678, 6.794
3.683, 6.727
3.688, 6.653
3.693, 6.599
3.698, 6.531
3.703, 6.470
3.708, 6.417
3.713, 6.356
3.718, 6.311
3.723, 6.268
3.728, 6.218
3.733, 6.186
3.738, 6.136
3.743, 6.104
3.748, 6.069
3.753, 6.034
3.758, 6.003
3.763, 5.969
3.768, 5.934
3.773, 5.912
3.778, 5.888
3.783, 5.865
3.788, 5.853
3.793, 5.833
3.798, 5.813
3.803, 5.803
3.808, 5.782
3.813, 5.770
3.818, 5.757
3.823, 5.755
3.828, 5.748
3.833, 5.739
3.838, 5.736
3.843, 5.720
3.848, 5.703
3.853, 5.683
3.858, 5.681
3.863, 5.677
3.868, 5.675
3.873, 5.670
3.878, 5.654
3.883, 5.656
3.888, 5.654
3.893, 5.648
3.898, 5.641
3.903, 5.628
3.908, 5.640
3.913, 5.617
3.918, 5.620
3.923, 5.626
3.928, 5.634
3.933, 5.632
3.938, 5.621
3.943, 5.625
3.948, 5.625
3.953, 5.614
3.958, 5.588
3.963, 5.580
3.968, 5.587
3.973, 5.578
3.978, 5.579
3.983, 5.572
3.988, 5.579
3.993, 5.572
3.998, 5.585
4.003, 5.584
4.008, 5.589
4.013, 5.596
4.018, 5.591
4.023, 5.604
4.028, 5.602
4.033, 5.598
4.038, 5.587
4.043, 5.578
4.048, 5.586
4.053, 5.578
4.058, 5.577
4.063, 5.580
4.068, 5.582
4.073, 5.568
4.078, 5.554
4.083, 5.565
4.088, 5.574
4.093, 5.567
4.098, 5.577
4.103, 5.586
4.108, 5.566
4.113, 5.562
4.118, 5.552
4.123, 5.555
4.128, 5.559
4.133, 5.555
4.138, 5.549
4.143, 5.546
4.148, 5.556
4.153, 5.550
4.158, 5.547
4.163, 5.545
4.168, 5.543
4.173, 5.549
4.178, 5.557
4.183, 5.545
4.188, 5.548
4.193, 5.557
4.198, 5.565
4.203, 5.573
4.208, 5.575
4.213, 5.579
4.218, 5.592
4.223, 5.600
4.228, 5.617
4.233, 5.623
4.238, 5.639
4.243, 5.654
4.248, 5.659
4.253, 5.682
4.258, 5.708
4.263, 5.727
4.268, 5.746
4.273, 5.763
4.278, 5.778
4.283, 5.812
4.288, 5.841
4.293, 5.868
4.298, 5.875
4.303, 5.894
4.308, 5.913
4.313, 5.930
4.318, 5.928
4.323, 5.926
4.328, 5.926
4.333, 5.913
4.338, 5.891
4.343, 5.883
4.348, 5.864
4.353, 5.840
4.358, 5.810
4.363, 5.784
4.368, 5.761
4.373, 5.726
4.378, 5.712
4.383, 5.684
4.388, 5.662
4.393, 5.643
4.398, 5.633
4.403, 5.623
4.408, 5.599
4.413, 5.580
4.418, 5.567
4.423, 5.540
4.428, 5.541
4.433, 5.519
4.438, 5.515
4.443, 5.519
4.448, 5.512
4.453, 5.510
4.458, 5.501
4.463, 5.517
4.468, 5.512
4.473, 5.513
4.478, 5.511
4.483, 5.512
4.488, 5.522
4.493, 5.518
4.498, 5.505
4.503, 5.503
4.508, 5.481
4.513, 5.486
4.518, 5.487
4.523, 5.478
4.528, 5.484
4.533, 5.463
4.538, 5.472
4.543, 5.470
4.548, 5.479
4.553, 5.477
4.558, 5.479
4.563, 5.468
4.568, 5.479
4.573, 5.468
4.578, 5.472
4.583, 5.470
4.588, 5.470
4.593, 5.461
4.598, 5.457
4.603, 5.457
4.608, 5.445
4.613, 5.449
4.618, 5.448
4.623, 5.444
4.628, 5.446
4.633, 5.447
4.638, 5.442
4.643, 5.442
4.648, 5.422
4.653, 5.426
4.658, 5.419
4.663, 5.419
4.668, 5.429
4.673, 5.428
4.678, 5.432
4.683, 5.427
4.688, 5.427
4.693, 5.423
4.698, 5.421
4.703, 5.417
4.708, 5.433
4.713, 5.424
4.718, 5.423
4.723, 5.417
4.728, 5.421
4.733, 5.425
4.738, 5.426
4.743, 5.419
4.748, 5.418
4.753, 5.404
4.758, 5.405
4.763, 5.415
4.768, 5.424
4.773, 5.431
4.778, 5.423
4.783, 5.425
4.788, 5.416
4.793, 5.410
4.798, 5.409
4.803, 5.417
4.808, 5.401
4.813, 5.398
4.818, 5.408
4.823, 5.387
4.828, 5.393
4.833, 5.405
4.838, 5.386
4.843, 5.400
4.848, 5.391
4.853, 5.406
4.858, 5.402
4.863, 5.404
4.868, 5.404
4.873, 5.406
4.878, 5.400
4.883, 5.411
4.888, 5.413
4.893, 5.411
4.898, 5.403
4.903, 5.406
4.908, 5.401
4.913, 5.402
4.918, 5.405
4.923, 5.394
4.928, 5.397
4.933, 5.391
4.938, 5.394
4.943, 5.402
4.948, 5.401
4.953, 5.406
4.958, 5.400
4.963, 5.412
4.968, 5.414
4.973, 5.399
4.978, 5.417
4.983, 5.418
4.988, 5.422
4.993, 5.410
4.998, 5.410
5.003, 5.412
5.008, 5.410
5.013, 5.408
5.018, 5.400
5.023, 5.398
5.028, 5.398
5.033, 5.394
5.038, 5.399
5.043, 5.419
5.048, 5.421
5.053, 5.413
5.058, 5.415
5.063, 5.421
5.068, 5.427
5.073, 5.428
5.078, 5.419
5.083, 5.406
5.088, 5.411
5.093, 5.406
5.098, 5.405
5.103, 5.408
5.108, 5.403
5.113, 5.395
5.118, 5.395
5.123, 5.405
5.128, 5.393
5.133, 5.393
5.138, 5.382
5.143, 5.387
5.148, 5.400
5.153, 5.383
5.158, 5.393
5.163, 5.390
5.168, 5.392
5.173, 5.392
5.178, 5.406
5.183, 5.399
5.188, 5.389
5.193, 5.384
5.198, 5.379
5.203, 5.392
5.208, 5.394
5.213, 5.389
5.218, 5.385
5.223, 5.378
5.228, 5.386
5.233, 5.390
5.238, 5.389
5.243, 5.399
5.248, 5.391
5.253, 5.388
5.258, 5.387
5.263, 5.369
5.268, 5.386
5.273, 5.386
5.278, 5.382
5.283, 5.385
5.288, 5.395
5.293, 5.389
5.298, 5.399
5.303, 5.399
5.308, 5.392
5.313, 5.385
5.318, 5.373
5.323, 5.388
5.328, 5.383
5.333, 5.386
5.338, 5.378
5.343, 5.383
5.348, 5.379
5.353, 5.383
5.358, 5.383
5.363, 5.388
5.368, 5.383
5.373, 5.389
5.378, 5.393
5.383, 5.378
5.388, 5.383
5.393, 5.382
5.398, 5.378
5.403, 5.371
5.408, 5.369
5.413, 5.374
5.418, 5.378
5.423, 5.379
5.428, 5.368
5.433, 5.375
5.438, 5.370
5.443, 5.379
5.448, 5.386
5.453, 5.386
5.458, 5.385
5.463, 5.387
5.468, 5.371
5.473, 5.375
5.478, 5.372
5.483, 5.367
5.488, 5.364
5.493, 5.360
5.498, 5.369
5.503, 5.369
5.508, 5.363
5.513, 5.362
5.518, 5.377
5.523, 5.385
5.528, 5.388
5.533, 5.378
5.538, 5.384
5.543, 5.385
5.548, 5.388
5.553, 5.378
5.558, 5.395
5.563, 5.384
5.568, 5.382
5.573, 5.376
5.578, 5.363
5.583, 5.375
5.588, 5.369
5.593, 5.377
5.598, 5.374
5.603, 5.376
5.608, 5.374
5.613, 5.369
5.618, 5.371
5.623, 5.380
5.628, 5.372
5.633, 5.387
5.638, 5.387
5.643, 5.383
5.648, 5.379
5.653, 5.394
5.658, 5.387
5.663, 5.382
5.668, 5.376
5.673, 5.378
5.678, 5.385
5.683, 5.380
5.688, 5.392
5.693, 5.389
5.698, 5.383
5.703, 5.385
5.708, 5.386
5.713, 5.382
5.718, 5.376
5.723, 5.386
5.728, 5.385
5.733, 5.381
5.738, 5.392
5.743, 5.384
5.748, 5.390
5.753, 5.404
5.758, 5.401
5.763, 5.397
5.768, 5.391
5.773, 5.387
5.778, 5.382
5.783, 5.377
5.788, 5.367
5.793, 5.369
5.798, 5.377
5.803, 5.380
5.808, 5.384
5.813, 5.389
5.818, 5.372
5.823, 5.372
5.828, 5.388
5.833, 5.387
5.838, 5.380
5.843, 5.386
5.848, 5.368
5.853, 5.376
5.858, 5.381
5.863, 5.378
5.868, 5.372
5.873, 5.367
5.878, 5.371
5.883, 5.387
5.888, 5.379
5.893, 5.371
5.898, 5.376
5.903, 5.369
5.908, 5.381
5.913, 5.383
5.918, 5.382
5.923, 5.382
5.928, 5.374
5.933, 5.370
5.938, 5.363
5.943, 5.361
5.948, 5.364
5.953, 5.380
5.958, 5.383
5.963, 5.372
5.968, 5.379
5.973, 5.375
5.978, 5.374
5.983, 5.371
5.988, 5.363
5.993, 5.356
5.998, 5.369
6.003, 5.365
6.008, 5.375
6.013, 5.368
6.018, 5.361
6.023, 5.378
6.028, 5.381
6.033, 5.374
6.038, 5.378
6.043, 5.395
6.048, 5.383
6.053, 5.393
6.058, 5.385
6.063, 5.381
6.068, 5.390
6.073, 5.382
6.078, 5.388
6.083, 5.380
6.088, 5.370
6.093, 5.371
6.098, 5.372
6.103, 5.371
6.108, 5.366
6.113, 5.359
6.118, 5.372
6.123, 5.369
6.128, 5.366
6.133, 5.373
6.138, 5.367
6.143, 5.370
6.148, 5.372
6.153, 5.376
6.158, 5.382
6.163, 5.380
6.168, 5.380
6.173, 5.383
6.178, 5.381
6.183, 5.382
6.188, 5.382
6.193, 5.383
6.198, 5.381
6.203, 5.370
6.208, 5.385
6.213, 5.390
6.218, 5.368
6.223, 5.381
6.228, 5.386
6.233, 5.377
6.238, 5.381
6.243, 5.388
6.248, 5.381
6.253, 5.394
6.258, 5.395
6.263, 5.382
6.268, 5.382
6.273, 5.383
6.278, 5.381
6.283, 5.383
6.288, 5.371
6.293, 5.376
6.298, 5.381
6.303, 5.385
6.308, 5.386
6.313, 5.387
6.318, 5.377
6.323, 5.377
6.328, 5.379
6.333, 5.389
6.338, 5.385
6.343, 5.397
6.348, 5.403
6.353, 5.388
6.358, 5.385
6.363, 5.393
6.368, 5.382
6.373, 5.384
6.378, 5.382
6.383, 5.377
6.388, 5.378
6.393, 5.386
6.398, 5.383
6.403, 5.390
6.408, 5.401
6.413, 5.396
6.418, 5.394
6.423, 5.388
6.428, 5.383
6.433, 5.380
6.438, 5.370
6.443, 5.380
6.448, 5.378
6.453, 5.371
6.458, 5.378
6.463, 5.369
6.468, 5.383
6.473, 5.375
6.478, 5.380
6.483, 5.370
6.488, 5.366
6.493, 5.392
6.498, 5.394
6.503, 5.393
6.508, 5.391
6.513, 5.377
6.518, 5.388
6.523, 5.372
6.528, 5.385
6.533, 5.387
6.538, 5.374
6.543, 5.376
6.548, 5.370
6.553, 5.386
6.558, 5.392
6.563, 5.390
6.568, 5.388
6.573, 5.378
6.578, 5.394
6.583, 5.380
6.588, 5.384
6.593, 5.388
6.598, 5.387
6.603, 5.381
6.608, 5.370
6.613, 5.376
6.618, 5.379
6.623, 5.390
6.628, 5.392
6.633, 5.390
6.638, 5.393
6.643, 5.407
6.648, 5.404
6.653, 5.384
6.658, 5.403
6.663, 5.386
6.668, 5.387
6.673, 5.386
6.678, 5.373
6.683, 5.365
6.688, 5.369
6.693, 5.363
6.698, 5.372
6.703, 5.372
6.708, 5.373
6.713, 5.390
6.718, 5.391
6.723, 5.404
6.728, 5.398
6.733, 5.418
6.738, 5.399
6.743, 5.402
6.748, 5.402
6.753, 5.387
6.758, 5.386
6.763, 5.371
6.768, 5.370
6.773, 5.364
6.778, 5.376
6.783, 5.379
6.788, 5.388
6.793, 5.398
6.798, 5.392
6.803, 5.406
6.808, 5.403
6.813, 5.405
6.818, 5.410
6.823, 5.409
6.828, 5.399
6.833, 5.391
6.838, 5.386
6.843, 5.385
6.848, 5.377
6.853, 5.375
6.858, 5.373
6.863, 5.374
6.868, 5.375
6.873, 5.378
6.878, 5.381
6.883, 5.391
6.888, 5.399
6.893, 5.408
6.898, 5.400
6.903, 5.405
6.908, 5.394
6.913, 5.398
6.918, 5.390
6.923, 5.378
6.928, 5.384
6.933, 5.379
6.938, 5.372
6.943, 5.366
6.948, 5.362
6.953, 5.379
6.958, 5.381
6.963, 5.376
6.968, 5.379
6.973, 5.383
6.978, 5.383
6.983, 5.390
6.988, 5.395
6.993, 5.397
6.998, 5.399
7.003, 5.396
7.008, 5.394
7.013, 5.392
7.018, 5.384
7.023, 5.374
7.028, 5.370
7.033, 5.392
7.038, 5.387
7.043, 5.376
7.048, 5.376
7.053, 5.370
7.058, 5.375
7.063, 5.384
7.068, 5.396
7.073, 5.392
7.078, 5.390
7.083, 5.385
7.088, 5.390
7.093, 5.385
7.098, 5.383
7.103, 5.379
7.108, 5.375
7.113, 5.380
7.118, 5.382
7.123, 5.388
7.128, 5.390
7.133, 5.393
7.138, 5.383
7.143, 5.387
7.148, 5.385
7.153, 5.369
7.158, 5.360
7.163, 5.379
7.168, 5.374
7.173, 5.381
7.178, 5.387
7.183, 5.387
7.188, 5.384
7.193, 5.385
7.198, 5.392
7.203, 5.392
7.208, 5.394
7.213, 5.386
7.218, 5.392
7.223, 5.393
7.228, 5.393
7.233, 5.386
7.238, 5.384
7.243, 5.383
7.248, 5.375
7.253, 5.376
7.258, 5.391
7.263, 5.387
7.268, 5.385
7.273, 5.372
7.278, 5.386
7.283, 5.400
7.288, 5.388
7.293, 5.385
7.298, 5.390
7.303, 5.390
7.308, 5.382
7.313, 5.398
7.318, 5.393
7.323, 5.392
7.328, 5.382
7.333, 5.377
7.338, 5.377
7.343, 5.373
7.348, 5.375
7.353, 5.384
7.358, 5.399
7.363, 5.405
7.368, 5.417
7.373, 5.414
7.378, 5.420
7.383, 5.402
7.388, 5.406
7.393, 5.404
7.398, 5.398
7.403, 5.410
7.408, 5.411
7.413, 5.398
7.418, 5.400
7.423, 5.404
7.428, 5.387
7.433, 5.384
7.438, 5.384
7.443, 5.379
7.448, 5.388
7.453, 5.397
7.458, 5.395
7.463, 5.391
7.468, 5.383
7.473, 5.394
7.478, 5.397
7.483, 5.400
7.488, 5.386
7.493, 5.391
7.498, 5.397
7.503, 5.408
7.508, 5.406
7.513, 5.392
7.518, 5.401
7.523, 5.399
7.528, 5.415
7.533, 5.404
7.538, 5.394
7.543, 5.394
7.548, 5.385
7.553, 5.381
7.558, 5.376
7.563, 5.373
7.568, 5.388
7.573, 5.398
7.578, 5.391
7.583, 5.385
7.588, 5.389
7.593, 5.379
7.598, 5.391
7.603, 5.386
7.608, 5.396
7.613, 5.391
7.618, 5.394
7.623, 5.397
7.628, 5.387
7.633, 5.384
7.638, 5.380
7.643, 5.381
7.648, 5.392
7.653, 5.381
7.658, 5.380
7.663, 5.392
7.668, 5.389
7.673, 5.389
7.678, 5.409
7.683, 5.401
7.688, 5.398
7.693, 5.402
7.698, 5.411
7.703, 5.404
7.708, 5.396
7.713, 5.397
7.718, 5.395
7.723, 5.391
7.728, 5.393
7.733, 5.374
7.738, 5.377
